"Station","Code","Trap code","Coord.","Longitude","Latitude","Alt.","Date","Period","Fraction","Number","Dry weights (g)","Comments","Status"
"ALBLDD+1","WED","ALBLDD+11","N33.13890 W3.98580",NA,NA,918,"7/10/2017","June","Tenebrionidae Other",0,0,NA,"WT"
"ALBLDD+1","WED","ALBLDD+12","N33.13904 W3.98650",NA,NA,914,"7/10/2017","June","Messor",0,0,NA,"WT"
"ALBLDD+1","WED","ALBLDD+12","N33.13904 W3.98650",NA,NA,914,"7/10/2017","June","Other",NA,0.07065,NA,"WT"
"ALBLDD+1","WED","ALBLDD+12","N33.13904 W3.98650",NA,NA,914,"7/10/2017","June","Tenebrionidae Diet",0,0,NA,"WT"
"ALBLDD+1","WED","ALBLDD+12","N33.13904 W3.98650",NA,NA,914,"7/10/2017","June","Tenebrionidae Other",0,0,NA,"WT"
"ALBLDD+1","WED","ALBLDD+13","N33.13910 W3.98701",NA,NA,908,"7/10/2017","June","Messor",24,0.02742,NA,"WT"
"ALBLDD+1","WED","ALBLDD+13","N33.13910 W3.98701",NA,NA,908,"7/10/2017","June","Other",NA,0.08491,NA,"WT"
"ALBLDD+1","WED","ALBLDD+13","N33.13910 W3.98701",NA,NA,908,"7/10/2017","June","Tenebrionidae Diet",0,0,NA,"WT"
"ALBLDD+1","WED","ALBLDD+13","N33.13910 W3.98701",NA,NA,908,"7/10/2017","June","Tenebrionidae Other",0,0,NA,"WT"
"ALBLDD+1","WED","ALBLDD+14","N33.13922 W3.98748",NA,NA,926,"7/10/2017","June","Messor",21,0.0278,NA,"WT"
"ALBLDD+1","WED","ALBLDD+14","N33.13922 W3.98748",NA,NA,926,"7/10/2017","June","Other",NA,0.1069,NA,"WT"
"ALBLDD+1","WED","ALBLDD+14","N33.13922 W3.98748",NA,NA,926,"7/10/2017","June","Tenebrionidae Diet",0,0,NA,"WT"
"ALBLDD+1","WED","ALBLDD+14","N33.13922 W3.98748",NA,NA,926,"7/10/2017","June","Tenebrionidae Other",0,0,NA,"WT"
"ALBLDD1","WED","ALBLDD11","N33.17198 W3.97856",NA,NA,958,"7/10/2017","June","Messor",6,0.00708,NA,"WT"
"ALBLDD1","WED","ALBLDD11","N33.17198 W3.97856",NA,NA,958,"7/10/2017","June","Other",NA,0.09974,NA,"WT"
"ALBLDD1","WED","ALBLDD11","N33.17198 W3.97856",NA,NA,958,"7/10/2017","June","Tenebrionidae Diet",0,0,NA,"WT"
"ALBLDD1","WED","ALBLDD11","N33.17198 W3.97856",NA,NA,958,"7/10/2017","June","Tenebrionidae Other",0,0,NA,"WT"
"ALBLDD1","WED","ALBLDD12","N33.17232 W3.97776",NA,NA,956,"7/10/2017","June","Messor",0,0,NA,"WT"
"ALBLDD1","WED","ALBLDD12","N33.17232 W3.97776",NA,NA,956,"7/10/2017","June","Other",NA,0.0208,NA,"WT"
"ALBLDD1","WED","ALBLDD12","N33.17232 W3.97776",NA,NA,956,"7/10/2017","June","Tenebrionidae Diet",0,0,NA,"WT"
"ALBLDD1","WED","ALBLDD12","N33.17232 W3.97776",NA,NA,956,"7/10/2017","June","Tenebrionidae Other",0,0,NA,"WT"
"ALBLDD1","WED","ALBLDD13","N33.17216 W3.97769",NA,NA,957,"7/10/2017","June","Messor",0,0,NA,"WT"
"ALBLDD1","WED","ALBLDD13","N33.17216 W3.97769",NA,NA,957,"7/10/2017","June","Other",NA,0.2372,NA,"WT"
"ALBLDD1","WED","ALBLDD13","N33.17216 W3.97769",NA,NA,957,"7/10/2017","June","Tenebrionidae Diet",0,0,NA,"WT"
"ALBLDD1","WED","ALBLDD13","N33.17216 W3.97769",NA,NA,957,"7/10/2017","June","Tenebrionidae Other",0,0,NA,"WT"
"ALBLDD1","WED","ALBLDD14","N33.17182 W3.97850",NA,NA,958,"7/10/2017","June","Messor",12,0.01743,NA,"WT"
"ALBLDD1","WED","ALBLDD14","N33.17182 W3.97850",NA,NA,958,"7/10/2017","June","Other",NA,0.5754,NA,"WT"
"ALBLDD1","WED","ALBLDD14","N33.17182 W3.97850",NA,NA,958,"7/10/2017","June","Tenebrionidae Diet",0,0,NA,"WT"
"ALBLDD1","WED","ALBLDD14","N33.17182 W3.97850",NA,NA,958,"7/10/2017","June","Tenebrionidae Other",0,0,NA,"WT"
"ALBREG1","REG","ALBREG11","N33.14206 W3.94076",NA,NA,900,"7/10/2017","June","Messor",0,0,NA,"WT"
"ALBREG1","REG","ALBREG11","N33.14206 W3.94076",NA,NA,900,"7/10/2017","June","Other",NA,0.25485,NA,"WT"
"ALBREG1","REG","ALBREG11","N33.14206 W3.94076",NA,NA,900,"7/10/2017","June","Tenebrionidae Diet",0,0,NA,"WT"
"ALBREG1","REG","ALBREG11","N33.14206 W3.94076",NA,NA,900,"7/10/2017","June","Tenebrionidae Other",0,0,NA,"WT"
"ALBREG1","REG","ALBREG12","N33.14213 W3.94027",NA,NA,899,"7/10/2017","June","Messor",0,0,NA,"WT"
"ALBREG1","REG","ALBREG12","N33.14213 W3.94027",NA,NA,899,"7/10/2017","June","Other",NA,0.0954,NA,"WT"
"ALBREG1","REG","ALBREG12","N33.14213 W3.94027",NA,NA,899,"7/10/2017","June","Tenebrionidae Diet",0,0,NA,"WT"
"ALBREG1","REG","ALBREG12","N33.14213 W3.94027",NA,NA,899,"7/10/2017","June","Tenebrionidae Other",0,0,NA,"WT"
"ALBREG1","REG","ALBREG13","N33.14170 W3.94022",NA,NA,898,"7/10/2017","June","Messor",0,0,NA,"WT"
"ALBREG1","REG","ALBREG13","N33.14170 W3.94022",NA,NA,898,"7/10/2017","June","Other",NA,0.19735,NA,"WT"
"ALBREG1","REG","ALBREG13","N33.14170 W3.94022",NA,NA,898,"7/10/2017","June","Tenebrionidae Diet",0,0,NA,"WT"
"ALBREG1","REG","ALBREG13","N33.14170 W3.94022",NA,NA,898,"7/10/2017","June","Tenebrionidae Other",0,0,NA,"WT"
"ALBREG1","REG","ALBREG14","N33.14163 W3.94069",NA,NA,900,"7/10/2017","June","Messor",0,0,NA,"WT"
"ALBREG1","REG","ALBREG14","N33.14163 W3.94069",NA,NA,900,"7/10/2017","June","Other",NA,0.144,NA,"WT"
"ALBREG1","REG","ALBREG14","N33.14163 W3.94069",NA,NA,900,"7/10/2017","June","Tenebrionidae Diet",0,0,NA,"WT"
"ALBREG1","REG","ALBREG14","N33.14163 W3.94069",NA,NA,900,"7/10/2017","June","Tenebrionidae Other",0,0,NA,"WT"
"ALBSEP1","EPA","ALBSEP11","N33.14994 W3.94155",NA,NA,904,"7/10/2017","June","Messor",1,0.00175,NA,"WT"
"ALBSEP1","EPA","ALBSEP11","N33.14994 W3.94155",NA,NA,904,"7/10/2017","June","Other",NA,0.02145,NA,"WT"
"ALBSEP1","EPA","ALBSEP11","N33.14994 W3.94155",NA,NA,904,"7/10/2017","June","Tenebrionidae Diet",0,0,NA,"WT"
"ALBSEP1","EPA","ALBSEP11","N33.14994 W3.94155",NA,NA,904,"7/10/2017","June","Tenebrionidae Other",0,0,NA,"WT"
"ALBSEP1","EPA","ALBSEP12","N33.14993 W3.94105",NA,NA,904,"7/10/2017","June","Messor",2,0.0035,NA,"WT"
"ALBSEP1","EPA","ALBSEP12","N33.14993 W3.94105",NA,NA,904,"7/10/2017","June","Other",NA,0.077,NA,"WT"
"ALBSEP1","EPA","ALBSEP12","N33.14993 W3.94105",NA,NA,904,"7/10/2017","June","Tenebrionidae Diet",0,0,NA,"WT"
"ALBSEP1","EPA","ALBSEP12","N33.14993 W3.94105",NA,NA,904,"7/10/2017","June","Tenebrionidae Other",0,0,NA,"WT"
"ALBSEP1","EPA","ALBSEP13","N33.14947 W3.94111",NA,NA,906,"7/10/2017","June","Messor",1,0.0012,NA,"WT"
"ALBSEP1","EPA","ALBSEP13","N33.14947 W3.94111",NA,NA,906,"7/10/2017","June","Other",NA,0.0826,NA,"WT"
"ALBSEP1","EPA","ALBSEP13","N33.14947 W3.94111",NA,NA,906,"7/10/2017","June","Tenebrionidae Diet",0,0,NA,"WT"
"ALBSEP1","EPA","ALBSEP13","N33.14947 W3.94111",NA,NA,906,"7/10/2017","June","Tenebrionidae Other",0,0,NA,"WT"
"ALBSEP1","EPA","ALBSEP14","N33.14949 W3.94163",NA,NA,906,"7/10/2017","June","Messor",0,0,NA,"WT"
"ALBSEP1","EPA","ALBSEP14","N33.14949 W3.94163",NA,NA,906,"7/10/2017","June","Other",NA,0.1038,NA,"WT"
"ALBSEP1","EPA","ALBSEP14","N33.14949 W3.94163",NA,NA,906,"7/10/2017","June","Tenebrionidae Diet",0,0,NA,"WT"
"ALBSEP1","EPA","ALBSEP14","N33.14949 W3.94163",NA,NA,906,"7/10/2017","June","Tenebrionidae Other",0,0,NA,"WT"
"Pista1","WED","Pista11","N33.18863 W3.98042",NA,NA,956,"7/10/2017","June","Messor",22,0.03037,NA,"WT"
"Pista1","WED","Pista11","N33.18863 W3.98042",NA,NA,956,"7/10/2017","June","Other",NA,0.0598,NA,"WT"
"Pista1","WED","Pista11","N33.18863 W3.98042",NA,NA,956,"7/10/2017","June","Tenebrionidae Diet",0,0,NA,"WT"
"Pista1","WED","Pista11","N33.18863 W3.98042",NA,NA,956,"7/10/2017","June","Tenebrionidae Other",0,0,NA,"WT"
"Pista1","WED","Pista12","N33.18895 W3.98081",NA,NA,958,"7/10/2017","June","Messor",0,0,NA,"WT"
"Pista1","WED","Pista12","N33.18895 W3.98081",NA,NA,958,"7/10/2017","June","Other",NA,0.2516,NA,"WT"
"Pista1","WED","Pista12","N33.18895 W3.98081",NA,NA,958,"7/10/2017","June","Tenebrionidae Diet",0,0,NA,"WT"
"Pista1","WED","Pista12","N33.18895 W3.98081",NA,NA,958,"7/10/2017","June","Tenebrionidae Other",0,0,NA,"WT"
"Pista1","WED","Pista13","N33.18892 W3.98183",NA,NA,958,"7/10/2017","June","Messor",0,0,NA,"WT"
"Pista1","WED","Pista13","N33.18892 W3.98183",NA,NA,958,"7/10/2017","June","Other",NA,0.20035,NA,"WT"
"Pista1","WED","Pista13","N33.18892 W3.98183",NA,NA,958,"7/10/2017","June","Tenebrionidae Diet",0,0,NA,"WT"
"Pista1","WED","Pista13","N33.18892 W3.98183",NA,NA,958,"7/10/2017","June","Tenebrionidae Other",1,0.0068,NA,"WT"
"Pista1","WED","Pista14","N33.18933 W3.98190",NA,NA,957,"7/10/2017","June","Messor",0,0,NA,"WT"
"Pista1","WED","Pista14","N33.18933 W3.98190",NA,NA,957,"7/10/2017","June","Other",NA,0.06355,NA,"WT"
"Pista1","WED","Pista14","N33.18933 W3.98190",NA,NA,957,"7/10/2017","June","Tenebrionidae Diet",0,0,NA,"WT"
"Pista1","WED","Pista14","N33.18933 W3.98190",NA,NA,957,"7/10/2017","June","Tenebrionidae Other",0,0,NA,"WT"
"VB17NW1","REG","VB17NW11","N33.24393 W3.95261",NA,NA,988,"7/10/2017","June","Messor",1,0.00135,NA,"WT"
"VB17NW1","REG","VB17NW11","N33.24393 W3.95261",NA,NA,988,"7/10/2017","June","Other",NA,0.02864,NA,"WT"
"VB17NW1","REG","VB17NW11","N33.24393 W3.95261",NA,NA,988,"7/10/2017","June","Tenebrionidae Diet",0,0,NA,"WT"
"VB17NW1","REG","VB17NW11","N33.24393 W3.95261",NA,NA,988,"7/10/2017","June","Tenebrionidae Other",0,0,NA,"WT"
"VB17NW1","REG","VB17NW12","N33.24378 W3.95208",NA,NA,986,"7/10/2017","June","Messor",0,0,NA,"WT"
"VB17NW1","REG","VB17NW12","N33.24378 W3.95208",NA,NA,986,"7/10/2017","June","Other",NA,0.172,NA,"WT"
"VB17NW1","REG","VB17NW12","N33.24378 W3.95208",NA,NA,986,"7/10/2017","June","Tenebrionidae Diet",0,0,NA,"WT"
"VB17NW1","REG","VB17NW12","N33.24378 W3.95208",NA,NA,986,"7/10/2017","June","Tenebrionidae Other",0,0,NA,"WT"
"VB17NW1","REG","VB17NW13","N33.24335 W3.95221",NA,NA,986,"7/10/2017","June","Messor",0,0,NA,"WT"
"VB17NW1","REG","VB17NW13","N33.24335 W3.95221",NA,NA,986,"7/10/2017","June","Other",NA,0.01912,NA,"WT"
"VB17NW1","REG","VB17NW13","N33.24335 W3.95221",NA,NA,986,"7/10/2017","June","Tenebrionidae Diet",0,0,NA,"WT"
"VB17NW1","REG","VB17NW13","N33.24335 W3.95221",NA,NA,986,"7/10/2017","June","Tenebrionidae Other",0,0,NA,"WT"
"VB17NW1","REG","VB17NW14","N33.24348 W3.95279",NA,NA,987,"7/10/2017","June","Messor",0,0,NA,"WT"
"VB17NW1","REG","VB17NW14","N33.24348 W3.95279",NA,NA,987,"7/10/2017","June","Other",NA,0.01705,NA,"WT"
"VB17NW1","REG","VB17NW14","N33.24348 W3.95279",NA,NA,987,"7/10/2017","June","Tenebrionidae Diet",0,0,NA,"WT"
"VB17NW1","REG","VB17NW14","N33.24348 W3.95279",NA,NA,987,"7/10/2017","June","Tenebrionidae Other",0,0,NA,"WT"
"VB17NW2","REG","VB17NW21","N33.24432 W3.92586",NA,NA,938,"7/10/2017","June","Messor",83,0.10505,NA,"WT"
"VB17NW2","REG","VB17NW21","N33.24432 W3.92586",NA,NA,938,"7/10/2017","June","Other",NA,0.045,NA,"WT"
"VB17NW2","REG","VB17NW21","N33.24432 W3.92586",NA,NA,938,"7/10/2017","June","Tenebrionidae Diet",1,0.05821,NA,"WT"
"VB17NW2","REG","VB17NW21","N33.24432 W3.92586",NA,NA,938,"7/10/2017","June","Tenebrionidae Other",1,0.01514,NA,"WT"
"VB17NW2","REG","VB17NW22","N33.24417 W3.92532",NA,NA,940,"7/10/2017","June","Messor",1,0.00202,NA,"WT"
"VB17NW2","REG","VB17NW22","N33.24417 W3.92532",NA,NA,940,"7/10/2017","June","Other",NA,0.06225,NA,"WT"
"VB17NW2","REG","VB17NW22","N33.24417 W3.92532",NA,NA,940,"7/10/2017","June","Tenebrionidae Diet",0,0,NA,"WT"
"VB17NW2","REG","VB17NW22","N33.24417 W3.92532",NA,NA,940,"7/10/2017","June","Tenebrionidae Other",0,0,NA,"WT"
"VB17NW2","REG","VB17NW23","N33.24373 W3.92547",NA,NA,940,"7/10/2017","June","Messor",2,0.00245,NA,"WT"
"VB17NW2","REG","VB17NW23","N33.24373 W3.92547",NA,NA,940,"7/10/2017","June","Other",NA,0.04572,NA,"WT"
"VB17NW2","REG","VB17NW23","N33.24373 W3.92547",NA,NA,940,"7/10/2017","June","Tenebrionidae Diet",0,0,NA,"WT"
"VB17NW2","REG","VB17NW23","N33.24373 W3.92547",NA,NA,940,"7/10/2017","June","Tenebrionidae Other",0,0,NA,"WT"
"VB17NW2","REG","VB17NW24","N33.24386 W3.92599",NA,NA,942,"7/10/2017","June","Messor",0,0,NA,"WT"
"VB17NW2","REG","VB17NW24","N33.24386 W3.92599",NA,NA,942,"7/10/2017","June","Other",NA,0.068,NA,"WT"
"VB17NW2","REG","VB17NW24","N33.24386 W3.92599",NA,NA,942,"7/10/2017","June","Tenebrionidae Diet",1,0.54135,NA,"WT"
"VB17NW2","REG","VB17NW24","N33.24386 W3.92599",NA,NA,942,"7/10/2017","June","Tenebrionidae Other",0,0,NA,"WT"
"VB17NW3","REG","VB17NW31","N33.22191 W3.92567",NA,NA,945,"7/10/2017","June","Messor",0,0,NA,"WT"
"VB17NW3","REG","VB17NW31","N33.22191 W3.92567",NA,NA,945,"7/10/2017","June","Other",NA,5e-05,NA,"WT"
"VB17NW3","REG","VB17NW31","N33.22191 W3.92567",NA,NA,945,"7/10/2017","June","Tenebrionidae Diet",0,0,NA,"WT"
"VB17NW3","REG","VB17NW31","N33.22191 W3.92567",NA,NA,945,"7/10/2017","June","Tenebrionidae Other",1,0.06118,NA,"WT"
"VB17NW3","REG","VB17NW32","N33.22178 W3.92519",NA,NA,942,"7/10/2017","June","Messor",0,0,NA,"WT"
"VB17NW3","REG","VB17NW32","N33.22178 W3.92519",NA,NA,942,"7/10/2017","June","Other",NA,0.08995,NA,"WT"
"VB17NW3","REG","VB17NW32","N33.22178 W3.92519",NA,NA,942,"7/10/2017","June","Tenebrionidae Diet",0,0,NA,"WT"
"VB17NW3","REG","VB17NW32","N33.22178 W3.92519",NA,NA,942,"7/10/2017","June","Tenebrionidae Other",0,0,NA,"WT"
"VB17NW3","REG","VB17NW33","N33.22134 W3.92538",NA,NA,942,"7/10/2017","June","Messor",0,0,NA,"WT"
"VB17NW3","REG","VB17NW33","N33.22134 W3.92538",NA,NA,942,"7/10/2017","June","Other",NA,0.063,NA,"WT"
"VB17NW3","REG","VB17NW33","N33.22134 W3.92538",NA,NA,942,"7/10/2017","June","Tenebrionidae Diet",0,0,NA,"WT"
"VB17NW3","REG","VB17NW33","N33.22134 W3.92538",NA,NA,942,"7/10/2017","June","Tenebrionidae Other",0,0,NA,"WT"
"VB17NW3","REG","VB17NW34","N33.22149 W3.92586",NA,NA,942,"7/10/2017","June","Messor",0,0,NA,"WT"
"VB17NW3","REG","VB17NW34","N33.22149 W3.92586",NA,NA,942,"7/10/2017","June","Other",NA,0.0389,NA,"WT"
"VB17NW3","REG","VB17NW34","N33.22149 W3.92586",NA,NA,942,"7/10/2017","June","Tenebrionidae Diet",0,0,NA,"WT"
"VB17NW3","REG","VB17NW34","N33.22149 W3.92586",NA,NA,942,"7/10/2017","June","Tenebrionidae Other",0,0,NA,"WT"
"VB17NW4","REG","VB17NW41","N33.22150 W3.95235",NA,NA,955,"7/10/2017","June","Messor",14,0.02083,NA,"WT"
"VB17NW4","REG","VB17NW41","N33.22150 W3.95235",NA,NA,955,"7/10/2017","June","Other",NA,0.3088,NA,"WT"
"VB17NW4","REG","VB17NW41","N33.22150 W3.95235",NA,NA,955,"7/10/2017","June","Tenebrionidae Diet",0,0,NA,"WT"
"VB17NW4","REG","VB17NW41","N33.22150 W3.95235",NA,NA,955,"7/10/2017","June","Tenebrionidae Other",0,0,NA,"WT"
"VB17NW4","REG","VB17NW42","N33.22109 W3.95217",NA,NA,955,"7/10/2017","June","Messor",0,0,NA,"WT"
"VB17NW4","REG","VB17NW42","N33.22109 W3.95217",NA,NA,955,"7/10/2017","June","Other",NA,0.14771,NA,"WT"
"VB17NW4","REG","VB17NW42","N33.22109 W3.95217",NA,NA,955,"7/10/2017","June","Tenebrionidae Diet",0,0,NA,"WT"
"VB17NW4","REG","VB17NW42","N33.22109 W3.95217",NA,NA,955,"7/10/2017","June","Tenebrionidae Other",0,0,NA,"WT"
"VB17NW4","REG","VB17NW43","N33.22093 W3.95263",NA,NA,954,"7/10/2017","June","Messor",1,0.00515,NA,"WT"
"VB17NW4","REG","VB17NW43","N33.22093 W3.95263",NA,NA,954,"7/10/2017","June","Other",NA,0.07251,NA,"WT"
"VB17NW4","REG","VB17NW43","N33.22093 W3.95263",NA,NA,954,"7/10/2017","June","Tenebrionidae Diet",1,0.03453,NA,"WT"
"VB17NW4","REG","VB17NW43","N33.22093 W3.95263",NA,NA,954,"7/10/2017","June","Tenebrionidae Other",0,0,NA,"WT"
"VB17NW4","REG","VB17NW44","N33.22134 W3.95281",NA,NA,956,"7/10/2017","June","Messor",0,0,NA,"WT"
"VB17NW4","REG","VB17NW44","N33.22134 W3.95281",NA,NA,956,"7/10/2017","June","Other",NA,0.00206,NA,"WT"
"VB17NW4","REG","VB17NW44","N33.22134 W3.95281",NA,NA,956,"7/10/2017","June","Tenebrionidae Diet",0,0,NA,"WT"
"VB17NW4","REG","VB17NW44","N33.22134 W3.95281",NA,NA,956,"7/10/2017","June","Tenebrionidae Other",0,0,NA,"WT"
"VB17NW5","REG","VB17NW51","N33.23296 W3.93897",NA,NA,951,"7/10/2017","June","Messor",0,0,NA,"WT"
"VB17NW5","REG","VB17NW51","N33.23296 W3.93897",NA,NA,951,"7/10/2017","June","Other",NA,0.11521,NA,"WT"
"VB17NW5","REG","VB17NW51","N33.23296 W3.93897",NA,NA,951,"7/10/2017","June","Tenebrionidae Diet",0,0,NA,"WT"
"VB17NW5","REG","VB17NW51","N33.23296 W3.93897",NA,NA,951,"7/10/2017","June","Tenebrionidae Other",0,0,NA,"WT"
"VB17NW5","REG","VB17NW52","N33.23271 W3.93853",NA,NA,951,"7/10/2017","June","Messor",1,0.00403,NA,"WT"
"VB17NW5","REG","VB17NW52","N33.23271 W3.93853",NA,NA,951,"7/10/2017","June","Other",NA,0.04433,NA,"WT"
"VB17NW5","REG","VB17NW52","N33.23271 W3.93853",NA,NA,951,"7/10/2017","June","Tenebrionidae Diet",0,0,NA,"WT"
"VB17NW5","REG","VB17NW52","N33.23271 W3.93853",NA,NA,951,"7/10/2017","June","Tenebrionidae Other",0,0,NA,"WT"
"VB17NW5","REG","VB17NW53","N33.23234 W3.93882",NA,NA,952,"7/10/2017","June","Messor",0,0,NA,"WT"
"VB17NW5","REG","VB17NW53","N33.23234 W3.93882",NA,NA,952,"7/10/2017","June","Other",NA,0.01748,NA,"WT"
"VB17NW5","REG","VB17NW53","N33.23234 W3.93882",NA,NA,952,"7/10/2017","June","Tenebrionidae Diet",0,0,NA,"WT"
"VB17NW5","REG","VB17NW53","N33.23234 W3.93882",NA,NA,952,"7/10/2017","June","Tenebrionidae Other",0,0,NA,"WT"
"VB17NW5","REG","VB17NW54","N33.23261 W3.93907",NA,NA,952,"7/10/2017","June","Messor",0,0,NA,"WT"
"VB17NW5","REG","VB17NW54","N33.23261 W3.93907",NA,NA,952,"7/10/2017","June","Other",NA,0.0219,NA,"WT"
"VB17NW5","REG","VB17NW54","N33.23261 W3.93907",NA,NA,952,"7/10/2017","June","Tenebrionidae Diet",0,0,NA,"WT"
"VB17NW5","REG","VB17NW54","N33.23261 W3.93907",NA,NA,952,"7/10/2017","June","Tenebrionidae Other",0,0,NA,"WT"
"WB61NE1","ALF","WB61NE11","N32.70452 W2.29322",NA,NA,1438,"7/10/2017","June","Messor",1,0.002,NA,"WT"
"WB61NE1","ALF","WB61NE11","N32.70452 W2.29322",NA,NA,1438,"7/10/2017","June","Other",NA,0.10571,NA,"WT"
"WB61NE1","ALF","WB61NE11","N32.70452 W2.29322",NA,NA,1438,"7/10/2017","June","Tenebrionidae Diet",0,0,NA,"WT"
"WB61NE1","ALF","WB61NE11","N32.70452 W2.29322",NA,NA,1438,"7/10/2017","June","Tenebrionidae Other",2,0.03911,NA,"WT"
"WB61NE1","ALF","WB61NE12","N32.70439 W2.29259",NA,NA,1438,"7/10/2017","June","Messor",3,0.00331,NA,"WT"
"WB61NE1","ALF","WB61NE12","N32.70439 W2.29259",NA,NA,1438,"7/10/2017","June","Other",NA,0.13317,NA,"WT"
"WB61NE1","ALF","WB61NE12","N32.70439 W2.29259",NA,NA,1438,"7/10/2017","June","Tenebrionidae Diet",0,0,NA,"WT"
"WB61NE1","ALF","WB61NE12","N32.70439 W2.29259",NA,NA,1438,"7/10/2017","June","Tenebrionidae Other",2,0.04165,NA,"WT"
"WB61NE1","ALF","WB61NE13","N32.70403 W2.29272",NA,NA,1439,"7/10/2017","June","Messor",3,0.00378,NA,"WT"
"WB61NE1","ALF","WB61NE13","N32.70403 W2.29272",NA,NA,1439,"7/10/2017","June","Other",NA,0.07205,NA,"WT"
"WB61NE1","ALF","WB61NE13","N32.70403 W2.29272",NA,NA,1439,"7/10/2017","June","Tenebrionidae Diet",1,0.17975,NA,"WT"
"WB61NE1","ALF","WB61NE13","N32.70403 W2.29272",NA,NA,1439,"7/10/2017","June","Tenebrionidae Other",3,0.05585,NA,"WT"
"WB61NE1","ALF","WB61NE14","N32.70405 W2.29323",NA,NA,1440,"7/10/2017","June","Messor",3,0.00377,NA,"WT"
"WB61NE1","ALF","WB61NE14","N32.70405 W2.29323",NA,NA,1440,"7/10/2017","June","Other",NA,0.12701,NA,"WT"
"WB61NE1","ALF","WB61NE14","N32.70405 W2.29323",NA,NA,1440,"7/10/2017","June","Tenebrionidae Diet",1,0.0046,NA,"WT"
"WB61NE1","ALF","WB61NE14","N32.70405 W2.29323",NA,NA,1440,"7/10/2017","June","Tenebrionidae Other",1,0.01724,NA,"WT"
"WB61NE2","ALF","WB61NE21","N32.70424 W2.26634",NA,NA,1466,"7/10/2017","June","Messor",5,0.00875,NA,"WT"
"WB61NE2","ALF","WB61NE21","N32.70424 W2.26634",NA,NA,1466,"7/10/2017","June","Other",NA,0.11757,NA,"WT"
"WB61NE2","ALF","WB61NE21","N32.70424 W2.26634",NA,NA,1466,"7/10/2017","June","Tenebrionidae Diet",0,0,NA,"WT"
"WB61NE2","ALF","WB61NE21","N32.70424 W2.26634",NA,NA,1466,"7/10/2017","June","Tenebrionidae Other",3,0.06128,NA,"WT"
"WB61NE2","ALF","WB61NE22","N32.70404 W2.26575",NA,NA,1465,"7/10/2017","June","Messor",2,0.0035,NA,"WT"
"WB61NE2","ALF","WB61NE22","N32.70404 W2.26575",NA,NA,1465,"7/10/2017","June","Other",NA,0.18307,NA,"WT"
"WB61NE2","ALF","WB61NE22","N32.70404 W2.26575",NA,NA,1465,"7/10/2017","June","Tenebrionidae Diet",2,0.10598,NA,"WT"
"WB61NE2","ALF","WB61NE22","N32.70404 W2.26575",NA,NA,1465,"7/10/2017","June","Tenebrionidae Other",7,0.15823,NA,"WT"
"WB61NE2","ALF","WB61NE23","N32.70367 W2.26598",NA,NA,1463,"7/10/2017","June","Messor",1,0.00195,NA,"WT"
"WB61NE2","ALF","WB61NE23","N32.70367 W2.26598",NA,NA,1463,"7/10/2017","June","Other",NA,0.25662,NA,"WT"
"WB61NE2","ALF","WB61NE23","N32.70367 W2.26598",NA,NA,1463,"7/10/2017","June","Tenebrionidae Diet",0,0,NA,"WT"
"WB61NE2","ALF","WB61NE23","N32.70367 W2.26598",NA,NA,1463,"7/10/2017","June","Tenebrionidae Other",3,0.06098,NA,"WT"
"WB61NE2","ALF","WB61NE24","N32.70392 W2.26623",NA,NA,1463,"7/10/2017","June","Messor",3,0.00525,NA,"WT"
"WB61NE2","ALF","WB61NE24","N32.70392 W2.26623",NA,NA,1463,"7/10/2017","June","Other",NA,0.13181,NA,"WT"
"WB61NE2","ALF","WB61NE24","N32.70392 W2.26623",NA,NA,1463,"7/10/2017","June","Tenebrionidae Diet",0,0,NA,"WT"
"WB61NE2","ALF","WB61NE24","N32.70392 W2.26623",NA,NA,1463,"7/10/2017","June","Tenebrionidae Other",2,0.03256,NA,"WT"
"WB61NE3","ALF","WB61NE31","N32.68708 W2.25530",NA,NA,1525,"7/10/2017","June","Messor",0,0,NA,"WT"
"WB61NE3","ALF","WB61NE31","N32.68708 W2.25530",NA,NA,1525,"7/10/2017","June","Other",NA,0.0882,NA,"WT"
"WB61NE3","ALF","WB61NE31","N32.68708 W2.25530",NA,NA,1525,"7/10/2017","June","Tenebrionidae Diet",0,0,NA,"WT"
"WB61NE3","ALF","WB61NE31","N32.68708 W2.25530",NA,NA,1525,"7/10/2017","June","Tenebrionidae Other",4,0.06704,NA,"WT"
"WB61NE3","ALF","WB61NE32","N32.68685 W2.25488",NA,NA,1528,"7/10/2017","June","Messor",3,0.00463,NA,"WT"
"WB61NE3","ALF","WB61NE32","N32.68685 W2.25488",NA,NA,1528,"7/10/2017","June","Other",NA,0.12655,NA,"WT"
"WB61NE3","ALF","WB61NE32","N32.68685 W2.25488",NA,NA,1528,"7/10/2017","June","Tenebrionidae Diet",1,0.00375,NA,"WT"
"WB61NE3","ALF","WB61NE32","N32.68685 W2.25488",NA,NA,1528,"7/10/2017","June","Tenebrionidae Other",5,0.1543,NA,"WT"
"WB61NE3","ALF","WB61NE33","N32.68646 W2.25523",NA,NA,1527,"7/10/2017","June","Messor",1,0.00175,NA,"WT"
"WB61NE3","ALF","WB61NE33","N32.68646 W2.25523",NA,NA,1527,"7/10/2017","June","Other",NA,0.21365,NA,"WT"
