Station,Habitat,Trap code,Coord.,Alt.,Date,Period,Fraction,Number,Dry weights (g),Comments,Status
ALBSEP1,EPA,ALBSEP13,N33.14947 W3.94111,906,4/15/2019,April,Other,,0.01292,,WT
ALBSEP1,EPA,ALBSEP13,N33.14947 W3.94111,906,4/15/2019,April,Tenebrionidae Diet,0,0,,WT
ALBSEP1,EPA,ALBSEP13,N33.14947 W3.94111,906,4/15/2019,April,Tenebrionidae Other,0,0,,WT
ALBSEP1,EPA,ALBSEP14,N33.14949 W3.94163,906,4/15/2019,April,Messor,0,0,,WT
ALBSEP1,EPA,ALBSEP14,N33.14949 W3.94163,906,4/15/2019,April,Other,,0.00873,,WT
ALBSEP1,EPA,ALBSEP14,N33.14949 W3.94163,906,4/15/2019,April,Tenebrionidae Diet,0,0,,WT
ALBSEP1,EPA,ALBSEP14,N33.14949 W3.94163,906,4/15/2019,April,Tenebrionidae Other,0,0,,WT
Pista1,WED,Pista11,N33.18863 W3.98042,956,4/15/2019,April,Messor,0,0,,WT
Pista1,WED,Pista11,N33.18863 W3.98042,956,4/15/2019,April,Other,,0.00783,,WT
Pista1,WED,Pista11,N33.18863 W3.98042,956,4/15/2019,April,Tenebrionidae Diet,0,0,,WT
Pista1,WED,Pista11,N33.18863 W3.98042,956,4/15/2019,April,Tenebrionidae Other,0,0,,WT
Pista1,WED,Pista12,N33.18895 W3.98081,958,4/15/2019,April,Messor,0,0,,WT
Pista1,WED,Pista12,N33.18895 W3.98081,958,4/15/2019,April,Other,,0.03952,,WT
Pista1,WED,Pista12,N33.18895 W3.98081,958,4/15/2019,April,Tenebrionidae Diet,0,0,,WT
Pista1,WED,Pista12,N33.18895 W3.98081,958,4/15/2019,April,Tenebrionidae Other,0,0,,WT
Pista1,WED,Pista13,N33.18892 W3.98183,958,4/15/2019,April,Messor,0,0,,WT
Pista1,WED,Pista13,N33.18892 W3.98183,958,4/15/2019,April,Other,,0.04185,,WT
Pista1,WED,Pista13,N33.18892 W3.98183,958,4/15/2019,April,Tenebrionidae Diet,0,0,,WT
Pista1,WED,Pista13,N33.18892 W3.98183,958,4/15/2019,April,Tenebrionidae Other,0,0,,WT
Pista1,WED,Pista14,N33.18933 W3.98190,957,4/15/2019,April,Messor,0,0,,WT
Pista1,WED,Pista14,N33.18933 W3.98190,957,4/15/2019,April,Other,,0.0446,,WT
Pista1,WED,Pista14,N33.18933 W3.98190,957,4/15/2019,April,Tenebrionidae Diet,0,0,,WT
Pista1,WED,Pista14,N33.18933 W3.98190,957,4/15/2019,April,Tenebrionidae Other,0,0,,WT
VB17NW1,REG,VB17NW11,N33.24393 W3.95261,988,4/15/2019,April,Messor,0,0,,WT
VB17NW1,REG,VB17NW11,N33.24393 W3.95261,988,4/15/2019,April,Other,,0.0844,,WT
VB17NW1,REG,VB17NW11,N33.24393 W3.95261,988,4/15/2019,April,Tenebrionidae Diet,0,0,,WT
VB17NW1,REG,VB17NW11,N33.24393 W3.95261,988,4/15/2019,April,Tenebrionidae Other,0,0,,WT
VB17NW1,REG,VB17NW12,N33.24378 W3.95208,986,4/15/2019,April,Messor,0,0,,WT
VB17NW1,REG,VB17NW12,N33.24378 W3.95208,986,4/15/2019,April,Other,,0.03373,,WT
VB17NW1,REG,VB17NW12,N33.24378 W3.95208,986,4/15/2019,April,Tenebrionidae Diet,3,0.14482,,WT
VB17NW1,REG,VB17NW12,N33.24378 W3.95208,986,4/15/2019,April,Tenebrionidae Other,0,0,,WT
VB17NW1,REG,VB17NW13,N33.24335 W3.95221,986,4/15/2019,April,Messor,0,0,,WT
VB17NW1,REG,VB17NW13,N33.24335 W3.95221,986,4/15/2019,April,Other,,0.0591,,WT
VB17NW1,REG,VB17NW13,N33.24335 W3.95221,986,4/15/2019,April,Tenebrionidae Diet,0,0,,WT
VB17NW1,REG,VB17NW13,N33.24335 W3.95221,986,4/15/2019,April,Tenebrionidae Other,0,0,,WT
VB17NW1,REG,VB17NW14,N33.24348 W3.95279,987,4/15/2019,April,Messor,0,0,,WT
VB17NW1,REG,VB17NW14,N33.24348 W3.95279,987,4/15/2019,April,Other,,0.03298,,WT
VB17NW1,REG,VB17NW14,N33.24348 W3.95279,987,4/15/2019,April,Tenebrionidae Diet,0,0,,WT
VB17NW1,REG,VB17NW14,N33.24348 W3.95279,987,4/15/2019,April,Tenebrionidae Other,0,0,,WT
VB17NW2,REG,VB17NW21,N33.24432 W3.92586,938,4/15/2019,April,Messor,0,0,,WT
VB17NW2,REG,VB17NW21,N33.24432 W3.92586,938,4/15/2019,April,Other,,0.01565,,WT
VB17NW2,REG,VB17NW21,N33.24432 W3.92586,938,4/15/2019,April,Tenebrionidae Diet,1,0.03137,,WT
VB17NW2,REG,VB17NW21,N33.24432 W3.92586,938,4/15/2019,April,Tenebrionidae Other,0,0,,WT
VB17NW2,REG,VB17NW22,N33.24417 W3.92532,940,4/15/2019,April,Messor,0,0,,WT
VB17NW2,REG,VB17NW22,N33.24417 W3.92532,940,4/15/2019,April,Other,,0.00712,,WT
VB17NW2,REG,VB17NW22,N33.24417 W3.92532,940,4/15/2019,April,Tenebrionidae Diet,0,0,,WT
VB17NW2,REG,VB17NW22,N33.24417 W3.92532,940,4/15/2019,April,Tenebrionidae Other,0,0,,WT
VB17NW2,REG,VB17NW23,N33.24373 W3.92547,940,4/15/2019,April,Messor,0,0,,WT
VB17NW2,REG,VB17NW23,N33.24373 W3.92547,940,4/15/2019,April,Other,,0.05397,,WT
VB17NW2,REG,VB17NW23,N33.24373 W3.92547,940,4/15/2019,April,Tenebrionidae Diet,0,0,,WT
VB17NW2,REG,VB17NW23,N33.24373 W3.92547,940,4/15/2019,April,Tenebrionidae Other,0,0,,WT
VB17NW2,REG,VB17NW24,N33.24386 W3.92599,942,4/15/2019,April,Messor,0,0,,WT
VB17NW2,REG,VB17NW24,N33.24386 W3.92599,942,4/15/2019,April,Other,,0.0167,,WT
VB17NW2,REG,VB17NW24,N33.24386 W3.92599,942,4/15/2019,April,Tenebrionidae Diet,0,0,,WT
VB17NW2,REG,VB17NW24,N33.24386 W3.92599,942,4/15/2019,April,Tenebrionidae Other,0,0,,WT
VB17NW3,REG,VB17NW31,N33.22191 W3.92567,945,4/15/2019,April,Messor,0,0,,WT
VB17NW3,REG,VB17NW31,N33.22191 W3.92567,945,4/15/2019,April,Other,,0.02895,,WT
VB17NW3,REG,VB17NW31,N33.22191 W3.92567,945,4/15/2019,April,Tenebrionidae Diet,0,0,,WT
VB17NW3,REG,VB17NW31,N33.22191 W3.92567,945,4/15/2019,April,Tenebrionidae Other,0,0,,WT
VB17NW3,REG,VB17NW32,N33.22178 W3.92519,942,4/15/2019,April,Messor,0,0,,WT
VB17NW3,REG,VB17NW32,N33.22178 W3.92519,942,4/15/2019,April,Other,,0.06356,,WT
VB17NW3,REG,VB17NW32,N33.22178 W3.92519,942,4/15/2019,April,Tenebrionidae Diet,0,0,,WT
VB17NW3,REG,VB17NW32,N33.22178 W3.92519,942,4/15/2019,April,Tenebrionidae Other,0,0,,WT
VB17NW3,REG,VB17NW33,N33.22134 W3.92538,942,4/15/2019,April,Messor,0,0,,WT
VB17NW3,REG,VB17NW33,N33.22134 W3.92538,942,4/15/2019,April,Other,,0.03526,,WT
VB17NW3,REG,VB17NW33,N33.22134 W3.92538,942,4/15/2019,April,Tenebrionidae Diet,1,0.04867,,WT
VB17NW3,REG,VB17NW33,N33.22134 W3.92538,942,4/15/2019,April,Tenebrionidae Other,0,0,,WT
VB17NW3,REG,VB17NW34,N33.22149 W3.92586,942,4/15/2019,April,Messor,0,0,,WT
VB17NW3,REG,VB17NW34,N33.22149 W3.92586,942,4/15/2019,April,Other,,0.01276,,WT
VB17NW3,REG,VB17NW34,N33.22149 W3.92586,942,4/15/2019,April,Tenebrionidae Diet,0,0,,WT
VB17NW3,REG,VB17NW34,N33.22149 W3.92586,942,4/15/2019,April,Tenebrionidae Other,0,0,,WT
VB17NW4,REG,VB17NW41,N33.22150 W3.95235,955,4/15/2019,April,Messor,0,0,,WT
VB17NW4,REG,VB17NW41,N33.22150 W3.95235,955,4/15/2019,April,Other,,0.07475,,WT
VB17NW4,REG,VB17NW41,N33.22150 W3.95235,955,4/15/2019,April,Tenebrionidae Diet,0,0,,WT
VB17NW4,REG,VB17NW41,N33.22150 W3.95235,955,4/15/2019,April,Tenebrionidae Other,0,0,,WT
VB17NW4,REG,VB17NW42,N33.22109 W3.95217,955,4/15/2019,April,Messor,0,0,,WT
VB17NW4,REG,VB17NW42,N33.22109 W3.95217,955,4/15/2019,April,Other,,0.06526,,WT
VB17NW4,REG,VB17NW42,N33.22109 W3.95217,955,4/15/2019,April,Tenebrionidae Diet,0,0,,WT
VB17NW4,REG,VB17NW42,N33.22109 W3.95217,955,4/15/2019,April,Tenebrionidae Other,0,0,,WT
VB17NW4,REG,VB17NW43,N33.22093 W3.95263,954,4/15/2019,April,Messor,0,0,,WT
VB17NW4,REG,VB17NW43,N33.22093 W3.95263,954,4/15/2019,April,Other,,0.16303,,WT
VB17NW4,REG,VB17NW43,N33.22093 W3.95263,954,4/15/2019,April,Tenebrionidae Diet,0,0,,WT
VB17NW4,REG,VB17NW43,N33.22093 W3.95263,954,4/15/2019,April,Tenebrionidae Other,0,0,,WT
VB17NW4,REG,VB17NW44,N33.22134 W3.95281,956,4/15/2019,April,Messor,0,0,,WT
VB17NW4,REG,VB17NW44,N33.22134 W3.95281,956,4/15/2019,April,Other,,0.06883,,WT
VB17NW4,REG,VB17NW44,N33.22134 W3.95281,956,4/15/2019,April,Tenebrionidae Diet,0,0,,WT
VB17NW4,REG,VB17NW44,N33.22134 W3.95281,956,4/15/2019,April,Tenebrionidae Other,0,0,,WT
VB17NW5,REG,VB17NW51,N33.23296 W3.93897,951,4/15/2019,April,Messor,0,0,,WT
VB17NW5,REG,VB17NW51,N33.23296 W3.93897,951,4/15/2019,April,Other,,0.02875,,WT
VB17NW5,REG,VB17NW51,N33.23296 W3.93897,951,4/15/2019,April,Tenebrionidae Diet,0,0,,WT
VB17NW5,REG,VB17NW51,N33.23296 W3.93897,951,4/15/2019,April,Tenebrionidae Other,0,0,,WT
VB17NW5,REG,VB17NW52,N33.23271 W3.93853,951,4/15/2019,April,Messor,0,0,,WT
VB17NW5,REG,VB17NW52,N33.23271 W3.93853,951,4/15/2019,April,Other,,0.01403,,WT
VB17NW5,REG,VB17NW52,N33.23271 W3.93853,951,4/15/2019,April,Tenebrionidae Diet,0,0,,WT
VB17NW5,REG,VB17NW52,N33.23271 W3.93853,951,4/15/2019,April,Tenebrionidae Other,0,0,,WT
VB17NW5,REG,VB17NW53,N33.23234 W3.93882,952,4/15/2019,April,Messor,0,0,,WT
VB17NW5,REG,VB17NW53,N33.23234 W3.93882,952,4/15/2019,April,Other,,0.00966,,WT
VB17NW5,REG,VB17NW53,N33.23234 W3.93882,952,4/15/2019,April,Tenebrionidae Diet,0,0,,WT
VB17NW5,REG,VB17NW53,N33.23234 W3.93882,952,4/15/2019,April,Tenebrionidae Other,0,0,,WT
VB17NW5,REG,VB17NW54,N33.23261 W3.93907,952,4/15/2019,April,Messor,0,0,,WT
VB17NW5,REG,VB17NW54,N33.23261 W3.93907,952,4/15/2019,April,Other,,0.00604,,WT
VB17NW5,REG,VB17NW54,N33.23261 W3.93907,952,4/15/2019,April,Tenebrionidae Diet,1,0.01312,,WT
VB17NW5,REG,VB17NW54,N33.23261 W3.93907,952,4/15/2019,April,Tenebrionidae Other,0,0,,WT
WB61NE1,ALF,WB61NE11,N32.70452 W2.29322,1438,4/15/2019,April,Messor,8,0.01103,,NWT
WB61NE1,ALF,WB61NE11,N32.70452 W2.29322,1438,4/15/2019,April,Other,,0.15304,,NWT
WB61NE1,ALF,WB61NE11,N32.70452 W2.29322,1438,4/15/2019,April,Tenebrionidae Diet,3,1.04897,,NWT
WB61NE1,ALF,WB61NE11,N32.70452 W2.29322,1438,4/15/2019,April,Tenebrionidae Other,0,0,,NWT
WB61NE1,ALF,WB61NE12,N32.70439 W2.29259,1438,4/15/2019,April,Messor,8,0.01796,,NWT
WB61NE1,ALF,WB61NE12,N32.70439 W2.29259,1438,4/15/2019,April,Other,,0.21857,,NWT
WB61NE1,ALF,WB61NE12,N32.70439 W2.29259,1438,4/15/2019,April,Tenebrionidae Diet,8,0.2851,,NWT
WB61NE1,ALF,WB61NE12,N32.70439 W2.29259,1438,4/15/2019,April,Tenebrionidae Other,0,0,,NWT
WB61NE1,ALF,WB61NE13,N32.70403 W2.29272,1439,4/15/2019,April,Messor,2,0.0027,,NWT
WB61NE1,ALF,WB61NE13,N32.70403 W2.29272,1439,4/15/2019,April,Other,,0.03092,,NWT
WB61NE1,ALF,WB61NE13,N32.70403 W2.29272,1439,4/15/2019,April,Tenebrionidae Diet,2,0.02696,,NWT
WB61NE1,ALF,WB61NE13,N32.70403 W2.29272,1439,4/15/2019,April,Tenebrionidae Other,0,0,,NWT
WB61NE1,ALF,WB61NE14,N32.70405 W2.29323,1440,4/15/2019,April,Messor,0,0,,NWT
WB61NE1,ALF,WB61NE14,N32.70405 W2.29323,1440,4/15/2019,April,Other,,0.07744,,NWT
WB61NE1,ALF,WB61NE14,N32.70405 W2.29323,1440,4/15/2019,April,Tenebrionidae Diet,5,0.69414,,NWT
WB61NE1,ALF,WB61NE14,N32.70405 W2.29323,1440,4/15/2019,April,Tenebrionidae Other,0,0,,NWT
WB61NE2,ALF,WB61NE21,N32.70424 W2.26634,1466,4/15/2019,April,Messor,5,0.00855,,NWT
WB61NE2,ALF,WB61NE21,N32.70424 W2.26634,1466,4/15/2019,April,Other,,0.11316,,NWT
WB61NE2,ALF,WB61NE21,N32.70424 W2.26634,1466,4/15/2019,April,Tenebrionidae Diet,0,0,,NWT
WB61NE2,ALF,WB61NE21,N32.70424 W2.26634,1466,4/15/2019,April,Tenebrionidae Other,0,0,,NWT
WB61NE2,ALF,WB61NE22,N32.70404 W2.26575,1465,4/15/2019,April,Messor,33,0.05196,,NWT
WB61NE2,ALF,WB61NE22,N32.70404 W2.26575,1465,4/15/2019,April,Other,,0.02591,,NWT
WB61NE2,ALF,WB61NE22,N32.70404 W2.26575,1465,4/15/2019,April,Tenebrionidae Diet,1,0.02773,,NWT
WB61NE2,ALF,WB61NE22,N32.70404 W2.26575,1465,4/15/2019,April,Tenebrionidae Other,0,0,,NWT
WB61NE2,ALF,WB61NE23,N32.70367 W2.26598,1463,4/15/2019,April,Messor,14,0.01986,,NWT
WB61NE2,ALF,WB61NE23,N32.70367 W2.26598,1463,4/15/2019,April,Other,,0.06965,,NWT
WB61NE2,ALF,WB61NE23,N32.70367 W2.26598,1463,4/15/2019,April,Tenebrionidae Diet,1,0.03128,,NWT
WB61NE2,ALF,WB61NE23,N32.70367 W2.26598,1463,4/15/2019,April,Tenebrionidae Other,0,0,,NWT
WB61NE2,ALF,WB61NE24,N32.70392 W2.26623,1463,4/15/2019,April,Messor,4,0.00521,,NWT
WB61NE2,ALF,WB61NE24,N32.70392 W2.26623,1463,4/15/2019,April,Other,,0.1112,,NWT
WB61NE2,ALF,WB61NE24,N32.70392 W2.26623,1463,4/15/2019,April,Tenebrionidae Diet,4,0.27363,,NWT
WB61NE2,ALF,WB61NE24,N32.70392 W2.26623,1463,4/15/2019,April,Tenebrionidae Other,0,0,,NWT
WB61NE3,ALF,WB61NE31,N32.68708 W2.25530,1525,4/15/2019,April,Messor,0,0,,NWT
WB61NE3,ALF,WB61NE31,N32.68708 W2.25530,1525,4/15/2019,April,Other,,0.1826,,NWT
WB61NE3,ALF,WB61NE31,N32.68708 W2.25530,1525,4/15/2019,April,Tenebrionidae Diet,2,0.08086,,NWT
WB61NE3,ALF,WB61NE31,N32.68708 W2.25530,1525,4/15/2019,April,Tenebrionidae Other,0,0,,NWT
WB61NE3,ALF,WB61NE32,N32.68685 W2.25488,1528,4/15/2019,April,Messor,4,0.00769,,NWT
WB61NE3,ALF,WB61NE32,N32.68685 W2.25488,1528,4/15/2019,April,Other,,0.05762,,NWT
WB61NE3,ALF,WB61NE32,N32.68685 W2.25488,1528,4/15/2019,April,Tenebrionidae Diet,1,0.1599,,NWT
WB61NE3,ALF,WB61NE32,N32.68685 W2.25488,1528,4/15/2019,April,Tenebrionidae Other,0,0,,NWT
WB61NE3,ALF,WB61NE33,N32.68646 W2.25523,1527,4/15/2019,April,Messor,16,0.03342,,NWT
WB61NE3,ALF,WB61NE33,N32.68646 W2.25523,1527,4/15/2019,April,Other,,0.11815,,NWT
WB61NE3,ALF,WB61NE33,N32.68646 W2.25523,1527,4/15/2019,April,Tenebrionidae Diet,0,0,,NWT
WB61NE3,ALF,WB61NE33,N32.68646 W2.25523,1527,4/15/2019,April,Tenebrionidae Other,0,0,,NWT
WB61NE3,ALF,WB61NE34,N32.68683 W2.25578,1525,4/15/2019,April,Messor,10,0.01801,,NWT
WB61NE3,ALF,WB61NE34,N32.68683 W2.25578,1525,4/15/2019,April,Other,,0.03536,,NWT
WB61NE3,ALF,WB61NE34,N32.68683 W2.25578,1525,4/15/2019,April,Tenebrionidae Diet,8,0.42156,,NWT
WB61NE3,ALF,WB61NE34,N32.68683 W2.25578,1525,4/15/2019,April,Tenebrionidae Other,0,0,,NWT
WB61NE4,ALF,WB61NE411,N32.68748 W2.30108,1453,4/15/2019,April,Messor,9,0.01749,,WT
WB61NE4,ALF,WB61NE411,N32.68748 W2.30108,1453,4/15/2019,April,Other,,0.0664,,WT
WB61NE4,ALF,WB61NE411,N32.68748 W2.30108,1453,4/15/2019,April,Tenebrionidae Diet,0,0,,WT
WB61NE4,ALF,WB61NE411,N32.68748 W2.30108,1453,4/15/2019,April,Tenebrionidae Other,0,0,,WT
WB61NE4,ALF,WB61NE423,N32.68747 W2.30055,1450,4/15/2019,April,Messor,0,0,,NWT
WB61NE4,ALF,WB61NE423,N32.68747 W2.30055,1450,4/15/2019,April,Other,,0.04892,,NWT
WB61NE4,ALF,WB61NE423,N32.68747 W2.30055,1450,4/15/2019,April,Tenebrionidae Diet,2,0.05103,,NWT
WB61NE4,ALF,WB61NE423,N32.68747 W2.30055,1450,4/15/2019,April,Tenebrionidae Other,0,0,,NWT
WB61NE4,ALF,WB61NE431,N32.68657 W2.30113,1457,4/15/2019,April,Messor,2,0.00939,,WT
WB61NE4,ALF,WB61NE431,N32.68657 W2.30113,1457,4/15/2019,April,Other,,0.0704,,WT
WB61NE4,ALF,WB61NE431,N32.68657 W2.30113,1457,4/15/2019,April,Tenebrionidae Diet,3,0.09982,,WT
WB61NE4,ALF,WB61NE431,N32.68657 W2.30113,1457,4/15/2019,April,Tenebrionidae Other,0,0,,WT
WB61NE4,ALF,WB61NE441,N32.68705 W2.30111,1454,4/15/2019,April,Messor,303,0.65113,,WT
WB61NE4,ALF,WB61NE441,N32.68705 W2.30111,1454,4/15/2019,April,Other,,0.0962,,WT
WB61NE4,ALF,WB61NE441,N32.68705 W2.30111,1454,4/15/2019,April,Tenebrionidae Diet,0,0,,WT
WB61NE4,ALF,WB61NE441,N32.68705 W2.30111,1454,4/15/2019,April,Tenebrionidae Other,0,0,,WT
WB61NE5,ALF,WB61NE51,N32.69328 W2.27979,1462,4/15/2019,April,Messor,8,0.01504,,NWT
