"Station","Lat","Lon","Year","Season","Alive","Dead","Ground","Unknown","Sum.not.unknown","GridSize","F_alive","F_dead","F_veg","F_ground","Habitat"
"ALBALF2",33.2583,-3.9876,2019,"Winter",4,49,1021,6,1074,1080,0.003724395,0.045623836,0.049348231,0.950651769,"Macrochloa steppe"
"ALBALF2",33.2583,-3.9876,2020,"Spring",19,51,995,15,1065,1080,0.017840376,0.047887324,0.0657277,0.9342723,"Macrochloa steppe"
"ALBALF2",33.2583,-3.9876,2020,"Summer",20,54,996,10,1070,1080,0.018691589,0.05046729,0.069158879,0.930841121,"Macrochloa steppe"
"ALBALF2",33.2583,-3.9876,2020,"Fall",0,66,1002,12,1068,1080,0,0.061797753,0.061797753,0.938202247,"Macrochloa steppe"
"ALBALF2",33.2583,-3.9876,2020,"Winter",0,96,963,21,1059,1080,0,0.090651558,0.090651558,0.909348442,"Macrochloa steppe"
"ALBALF2",33.2583,-3.9876,2021,"Spring",3,61,1003,13,1067,1080,0.002811621,0.057169634,0.059981256,0.940018744,"Macrochloa steppe"
"ALBALF2",33.2583,-3.9876,2021,"Summer",29,54,968,29,1051,1080,0.027592769,0.051379638,0.078972407,0.921027593,"Macrochloa steppe"
"ALBALF2",33.2583,-3.9876,2021,"Fall",18,69,981,12,1068,1080,0.016853933,0.064606742,0.081460674,0.918539326,"Macrochloa steppe"
"ALBALF2",33.2583,-3.9876,2021,"Winter",15,86,971,8,1072,1080,0.013992537,0.080223881,0.094216418,0.905783582,"Macrochloa steppe"
"ALBALF2",33.2583,-3.9876,2022,"Spring",2,63,985,30,1050,1080,0.001904762,0.06,0.061904762,0.938095238,"Macrochloa steppe"
"ALBALF2",33.2583,-3.9876,2022,"Summer",0,38,1032,10,1070,1080,0,0.035514019,0.035514019,0.964485981,"Macrochloa steppe"
"ALBALF2",33.2583,-3.9876,2022,"Fall",1,61,1007,11,1069,1080,0.000935454,0.057062675,0.057998129,0.942001871,"Macrochloa steppe"
"ALBALF2",33.2583,-3.9876,2022,"Winter",3,26,1040,11,1069,1080,0.002806361,0.024321796,0.027128157,0.972871843,"Macrochloa steppe"
"ALBALF2",33.2583,-3.9876,2023,"Spring",0,38,1032,10,1070,1080,0,0.035514019,0.035514019,0.964485981,"Macrochloa steppe"
"ALBALF2",33.2583,-3.9876,2023,"Summer",11,39,1021,9,1071,1080,0.010270775,0.036414566,0.046685341,0.953314659,"Macrochloa steppe"
"ALBALF2",33.2583,-3.9876,2023,"Fall",0,13,1057,10,1070,1080,0,0.012149533,0.012149533,0.987850467,"Macrochloa steppe"
"ALBALF2",33.2583,-3.9876,2023,"Winter",0,55,1014,11,1069,1080,0,0.051449953,0.051449953,0.948550047,"Macrochloa steppe"
"ALBALF3",33.29604,-3.94828,2016,"Spring",0,11,344,5,355,360,0,0.030985915,0.030985915,0.969014085,"Macrochloa steppe"
"ALBALF3",33.29604,-3.94828,2016,"Summer",0,2,358,0,360,360,0,0.005555556,0.005555556,0.994444444,"Macrochloa steppe"
"ALBALF3",33.29604,-3.94828,2016,"Fall",0,4,355,1,359,360,0,0.011142061,0.011142061,0.988857939,"Macrochloa steppe"
"ALBALF3",33.29604,-3.94828,2016,"Winter",0,1,359,0,360,360,0,0.002777778,0.002777778,0.997222222,"Macrochloa steppe"
"ALBALF3",33.29604,-3.94828,2017,"Spring",5,9,700,6,714,720,0.007002801,0.012605042,0.019607843,0.980392157,"Macrochloa steppe"
"ALBALF3",33.29604,-3.94828,2017,"Summer",8,12,693,7,713,720,0.011220196,0.016830295,0.028050491,0.971949509,"Macrochloa steppe"
"ALBALF3",33.29604,-3.94828,2017,"Fall",0,12,630,78,642,720,0,0.018691589,0.018691589,0.981308411,"Macrochloa steppe"
"ALBALF3",33.29604,-3.94828,2017,"Winter",2,10,707,1,719,720,0.002781641,0.013908206,0.016689847,0.983310153,"Macrochloa steppe"
"ALBALF3",33.29604,-3.94828,2018,"Spring",0,10,1068,2,1078,1080,0,0.009276438,0.009276438,0.990723562,"Macrochloa steppe"
"ALBALF3",33.29604,-3.94828,2018,"Summer",7,21,1765,7,1793,1800,0.003904071,0.011712214,0.015616286,0.984383714,"Macrochloa steppe"
"ALBALF3",33.29604,-3.94828,2018,"Fall",2,11,1062,5,1075,1080,0.001860465,0.010232558,0.012093023,0.987906977,"Macrochloa steppe"
"ALBALF3",33.29604,-3.94828,2018,"Winter",11,5,1057,7,1073,1080,0.010251631,0.004659832,0.014911463,0.985088537,"Macrochloa steppe"
"ALBALF3",33.29604,-3.94828,2019,"Spring",1,6,1071,2,1078,1080,0.000927644,0.005565863,0.006493506,0.993506494,"Macrochloa steppe"
"ALBALF3",33.29604,-3.94828,2019,"Summer",0,19,1060,1,1079,1080,0,0.017608897,0.017608897,0.982391103,"Macrochloa steppe"
"ALBALF3",33.29604,-3.94828,2019,"Fall",0,11,1066,3,1077,1080,0,0.010213556,0.010213556,0.989786444,"Macrochloa steppe"
"ALBALF3",33.29604,-3.94828,2019,"Winter",1,12,1065,2,1078,1080,0.000927644,0.011131725,0.012059369,0.987940631,"Macrochloa steppe"
"ALBALF3",33.29604,-3.94828,2020,"Spring",3,13,1061,3,1077,1080,0.002785515,0.012070566,0.014856082,0.985143918,"Macrochloa steppe"
"ALBALF3",33.29604,-3.94828,2020,"Summer",4,17,1056,3,1077,1080,0.00371402,0.015784587,0.019498607,0.980501393,"Macrochloa steppe"
"ALBALF3",33.29604,-3.94828,2020,"Fall",0,6,1070,4,1076,1080,0,0.005576208,0.005576208,0.994423792,"Macrochloa steppe"
"ALBALF3",33.29604,-3.94828,2020,"Winter",0,21,1055,4,1076,1080,0,0.019516729,0.019516729,0.980483271,"Macrochloa steppe"
"ALBALF3",33.29604,-3.94828,2021,"Spring",6,16,1053,5,1075,1080,0.005581395,0.014883721,0.020465116,0.979534884,"Macrochloa steppe"
"ALBALF3",33.29604,-3.94828,2021,"Summer",2,12,1059,7,1073,1080,0.001863933,0.011183597,0.01304753,0.98695247,"Macrochloa steppe"
"ALBALF3",33.29604,-3.94828,2021,"Fall",2,19,1055,4,1076,1080,0.001858736,0.017657993,0.019516729,0.980483271,"Macrochloa steppe"
"ALBALF3",33.29604,-3.94828,2021,"Winter",0,15,1065,0,1080,1080,0,0.013888889,0.013888889,0.986111111,"Macrochloa steppe"
"ALBALF3",33.29604,-3.94828,2022,"Spring",0,19,1056,5,1075,1080,0,0.017674419,0.017674419,0.982325581,"Macrochloa steppe"
"ALBALF3",33.29604,-3.94828,2022,"Summer",1,8,1067,4,1076,1080,0.000929368,0.007434944,0.008364312,0.991635688,"Macrochloa steppe"
"ALBALF3",33.29604,-3.94828,2022,"Fall",0,13,1062,5,1075,1080,0,0.012093023,0.012093023,0.987906977,"Macrochloa steppe"
"ALBALF3",33.29604,-3.94828,2022,"Winter",0,11,1067,2,1078,1080,0,0.010204082,0.010204082,0.989795918,"Macrochloa steppe"
"ALBALF3",33.29604,-3.94828,2023,"Spring",0,6,1073,1,1079,1080,0,0.005560704,0.005560704,0.994439296,"Macrochloa steppe"
"ALBALF3",33.29604,-3.94828,2023,"Summer",1,5,1072,2,1078,1080,0.000927644,0.004638219,0.005565863,0.994434137,"Macrochloa steppe"
"ALBALF3",33.29604,-3.94828,2023,"Fall",2,4,1072,2,1078,1080,0.001855288,0.003710575,0.005565863,0.994434137,"Macrochloa steppe"
"ALBALF3",33.29604,-3.94828,2023,"Winter",0,10,1066,4,1076,1080,0,0.00929368,0.00929368,0.99070632,"Macrochloa steppe"
"ALBLDD1",33.17201,-3.97828,2016,"Spring",4,25,322,9,351,360,0.011396011,0.071225071,0.082621083,0.917378917,"Gully"
"ALBLDD1",33.17201,-3.97828,2016,"Summer",0,49,310,1,359,360,0,0.136490251,0.136490251,0.863509749,"Gully"
"ALBLDD1",33.17201,-3.97828,2016,"Fall",0,29,325,6,354,360,0,0.081920904,0.081920904,0.918079096,"Gully"
"ALBLDD1",33.17201,-3.97828,2016,"Winter",3,28,325,4,356,360,0.008426966,0.078651685,0.087078652,0.912921348,"Gully"
"ALBLDD1",33.17201,-3.97828,2017,"Spring",57,85,530,48,672,720,0.084821429,0.126488095,0.211309524,0.788690476,"Gully"
"ALBLDD1",33.17201,-3.97828,2017,"Summer",54,49,575,42,678,720,0.079646018,0.072271386,0.151917404,0.848082596,"Gully"
"ALBLDD1",33.17201,-3.97828,2017,"Fall",7,46,595,111,648,759,0.010802469,0.070987654,0.081790123,0.918209877,"Gully"
"ALBLDD1",33.17201,-3.97828,2017,"Winter",20,47,642,11,709,720,0.028208745,0.06629055,0.094499295,0.905500705,"Gully"
"ALBLDD1",33.17201,-3.97828,2018,"Spring",9,33,671,7,713,720,0.012622721,0.04628331,0.058906031,0.941093969,"Gully"
"ALBLDD1",33.17201,-3.97828,2018,"Summer",64,22,626,8,712,720,0.08988764,0.030898876,0.120786517,0.879213483,"Gully"
"ALBLDD1",33.17201,-3.97828,2018,"Fall",90,12,602,16,704,720,0.127840909,0.017045455,0.144886364,0.855113636,"Gully"
"ALBLDD1",33.17201,-3.97828,2018,"Winter",49,16,634,21,699,720,0.070100143,0.022889843,0.092989986,0.907010014,"Gully"
"ALBLDD1",33.17201,-3.97828,2019,"Spring",2,43,674,1,719,720,0.002781641,0.059805285,0.062586926,0.937413074,"Gully"
"ALBLDD1",33.17201,-3.97828,2019,"Summer",4,31,682,3,717,720,0.005578801,0.043235704,0.048814505,0.951185495,"Gully"
"ALBLDD1",33.17201,-3.97828,2019,"Fall",10,20,684,6,714,720,0.014005602,0.028011204,0.042016807,0.957983193,"Gully"
"ALBLDD1",33.17201,-3.97828,2019,"Winter",7,23,687,3,717,720,0.009762901,0.032078103,0.041841004,0.958158996,"Gully"
"ALBLDD1",33.17201,-3.97828,2020,"Spring",74,22,622,2,718,720,0.103064067,0.030640669,0.133704735,0.866295265,"Gully"
"ALBLDD1",33.17201,-3.97828,2020,"Summer",22,40,648,10,710,720,0.030985915,0.056338028,0.087323944,0.912676056,"Gully"
"ALBLDD1",33.17201,-3.97828,2020,"Fall",0,64,649,7,713,720,0,0.089761571,0.089761571,0.910238429,"Gully"
"ALBLDD1",33.17201,-3.97828,2020,"Winter",4,45,658,13,707,720,0.005657709,0.063649222,0.069306931,0.930693069,"Gully"
"ALBLDD1",33.17201,-3.97828,2021,"Spring",32,18,667,3,717,720,0.044630404,0.025104603,0.069735007,0.930264993,"Gully"
"ALBLDD1",33.17201,-3.97828,2021,"Summer",61,29,620,10,710,720,0.085915493,0.04084507,0.126760563,0.873239437,"Gully"
"ALBLDD1",33.17201,-3.97828,2021,"Fall",4,21,690,5,715,720,0.005594406,0.029370629,0.034965035,0.965034965,"Gully"
"ALBLDD1",33.17201,-3.97828,2021,"Winter",6,45,662,7,713,720,0.008415147,0.063113604,0.071528752,0.928471248,"Gully"
"ALBLDD1",33.17201,-3.97828,2022,"Spring",12,30,672,6,714,720,0.016806723,0.042016807,0.058823529,0.941176471,"Gully"
"ALBLDD1",33.17201,-3.97828,2022,"Summer",2,16,699,3,717,720,0.0027894,0.022315202,0.025104603,0.974895397,"Gully"
"ALBLDD1",33.17201,-3.97828,2022,"Fall",28,14,667,11,709,720,0.039492243,0.019746121,0.059238364,0.940761636,"Gully"
"ALBLDD1",33.17201,-3.97828,2022,"Winter",14,14,685,7,713,720,0.019635344,0.019635344,0.039270687,0.960729313,"Gully"
"ALBLDD1",33.17201,-3.97828,2023,"Spring",2,29,684,5,715,720,0.002797203,0.040559441,0.043356643,0.956643357,"Gully"
"ALBLDD1",33.17201,-3.97828,2023,"Summer",65,16,622,17,703,720,0.092460882,0.022759602,0.115220484,0.884779516,"Gully"
"ALBLDD1",33.17201,-3.97828,2023,"Fall",6,37,667,10,710,720,0.008450704,0.052112676,0.06056338,0.93943662,"Gully"
"ALBLDD1",33.17201,-3.97828,2023,"Winter",2,42,667,9,711,720,0.00281294,0.05907173,0.061884669,0.938115331,"Gully"
"ALBLDD2",33.21478,-3.91317,2016,"Spring",18,24,312,6,354,360,0.050847458,0.06779661,0.118644068,0.881355932,"Gully"
"ALBLDD2",33.21478,-3.91317,2016,"Summer",9,58,291,2,358,360,0.025139665,0.162011173,0.187150838,0.812849162,"Gully"
"ALBLDD2",33.21478,-3.91317,2016,"Fall",11,74,266,9,351,360,0.031339031,0.210826211,0.242165242,0.757834758,"Gully"
"ALBLDD2",33.21478,-3.91317,2016,"Winter",11,36,311,2,358,360,0.030726257,0.100558659,0.131284916,0.868715084,"Gully"
"ALBLDD3",33.26426,-3.84344,2016,"Spring",0,38,315,7,353,360,0,0.107648725,0.107648725,0.892351275,"Gully"
"ALBLDD3",33.26426,-3.84344,2016,"Summer",0,56,304,0,360,360,0,0.155555556,0.155555556,0.844444444,"Gully"
"ALBLDD3",33.26426,-3.84344,2016,"Fall",1,45,311,3,357,360,0.00280112,0.12605042,0.128851541,0.871148459,"Gully"
"ALBLDD3",33.26426,-3.84344,2016,"Winter",3,42,308,7,353,360,0.008498584,0.11898017,0.127478754,0.872521246,"Gully"
"ALBLDD3",33.26426,-3.84344,2017,"Spring",20,42,619,39,681,720,0.029368576,0.061674009,0.091042584,0.908957416,"Gully"
"ALBLDD3",33.26426,-3.84344,2017,"Summer",54,44,602,20,700,720,0.077142857,0.062857143,0.14,0.86,"Gully"
"ALBLDD3",33.26426,-3.84344,2017,"Fall",0,39,600,94,639,733,0,0.061032864,0.061032864,0.938967136,"Gully"
"ALBLDD3",33.26426,-3.84344,2017,"Winter",16,58,637,9,711,720,0.022503516,0.081575246,0.104078762,0.895921238,"Gully"
"ALBLDD3",33.26426,-3.84344,2018,"Spring",2,72,634,12,708,720,0.002824859,0.101694915,0.104519774,0.895480226,"Gully"
"ALBLDD3",33.26426,-3.84344,2018,"Summer",55,27,624,14,706,720,0.077903683,0.038243626,0.116147309,0.883852691,"Gully"
"ALBLDD3",33.26426,-3.84344,2018,"Fall",68,44,594,14,706,720,0.09631728,0.062322946,0.158640227,0.841359773,"Gully"
"ALBLDD3",33.26426,-3.84344,2018,"Winter",34,44,631,11,709,720,0.047954866,0.062059238,0.110014104,0.889985896,"Gully"
"ALBLDD3",33.26426,-3.84344,2019,"Spring",0,39,659,22,698,720,0,0.055873926,0.055873926,0.944126074,"Gully"
"ALBLDD3",33.26426,-3.84344,2019,"Summer",1,72,624,23,697,720,0.00143472,0.103299857,0.104734577,0.895265423,"Gully"
"ALBLDD3",33.26426,-3.84344,2019,"Fall",0,50,658,12,708,720,0,0.070621469,0.070621469,0.929378531,"Gully"
"ALBLDD3",33.26426,-3.84344,2019,"Winter",5,44,652,19,701,720,0.007132668,0.062767475,0.069900143,0.930099857,"Gully"
"ALBLDD3",33.26426,-3.84344,2020,"Spring",14,32,663,11,709,720,0.019746121,0.045133992,0.064880113,0.935119887,"Gully"
"ALBLDD3",33.26426,-3.84344,2020,"Summer",22,36,648,14,706,720,0.031161473,0.050991501,0.082152975,0.917847025,"Gully"
"ALBLDD3",33.26426,-3.84344,2020,"Fall",3,49,661,7,713,720,0.004207574,0.068723703,0.072931276,0.927068724,"Gully"
"ALBLDD3",33.26426,-3.84344,2020,"Winter",8,61,624,27,693,720,0.011544012,0.088023088,0.0995671,0.9004329,"Gully"
"ALBLDD3",33.26426,-3.84344,2021,"Spring",30,49,637,4,716,720,0.041899441,0.068435754,0.110335196,0.889664804,"Gully"
"ALBLDD3",33.26426,-3.84344,2021,"Summer",61,16,628,15,705,720,0.086524823,0.022695035,0.109219858,0.890780142,"Gully"
"ALBLDD3",33.26426,-3.84344,2021,"Fall",13,69,630,8,712,720,0.018258427,0.096910112,0.115168539,0.884831461,"Gully"
"ALBLDD3",33.26426,-3.84344,2021,"Winter",12,66,632,10,710,720,0.016901408,0.092957746,0.109859155,0.890140845,"Gully"
"ALBLDD3",33.26426,-3.84344,2022,"Spring",7,46,648,19,701,720,0.009985735,0.065620542,0.075606277,0.924393723,"Gully"
"ALBLDD3",33.26426,-3.84344,2022,"Summer",1,62,642,15,705,720,0.00141844,0.087943262,0.089361702,0.910638298,"Gully"
"ALBLDD3",33.26426,-3.84344,2022,"Fall",11,31,658,20,700,720,0.015714286,0.044285714,0.06,0.94,"Gully"
"ALBLDD3",33.26426,-3.84344,2022,"Winter",14,35,655,16,704,720,0.019886364,0.049715909,0.069602273,0.930397727,"Gully"
"ALBLDD3",33.26426,-3.84344,2023,"Spring",5,52,654,9,711,720,0.007032349,0.073136428,0.080168776,0.919831224,"Gully"
"ALBLDD3",33.26426,-3.84344,2023,"Summer",37,22,652,9,711,720,0.052039381,0.030942335,0.082981716,0.917018284,"Gully"
"ALBLDD3",33.26426,-3.84344,2023,"Fall",4,61,643,12,708,720,0.005649718,0.086158192,0.09180791,0.90819209,"Gully"
"ALBLDD3",33.26426,-3.84344,2023,"Winter",1,46,661,12,708,720,0.001412429,0.064971751,0.066384181,0.933615819,"Gully"
"ALBREG1",33.14186,-3.94049,2016,"Spring",0,2,357,1,359,360,0,0.005571031,0.005571031,0.994428969,"Reg"
"ALBREG1",33.14186,-3.94049,2016,"Summer",0,2,358,0,360,360,0,0.005555556,0.005555556,0.994444444,"Reg"
"ALBREG1",33.14186,-3.94049,2016,"Fall",0,4,354,2,358,360,0,0.011173184,0.011173184,0.988826816,"Reg"
"ALBREG1",33.14186,-3.94049,2016,"Winter",0,1,359,0,360,360,0,0.002777778,0.002777778,0.997222222,"Reg"
"ALBREG1",33.14186,-3.94049,2017,"Spring",0,3,713,4,716,720,0,0.004189944,0.004189944,0.995810056,"Reg"
"ALBREG1",33.14186,-3.94049,2017,"Fall",0,2,684,34,686,720,0,0.002915452,0.002915452,0.997084548,"Reg"
"ALBREG1",33.14186,-3.94049,2017,"Winter",0,2,718,0,720,720,0,0.002777778,0.002777778,0.997222222,"Reg"
"ALBREG1",33.14186,-3.94049,2018,"Spring",0,2,718,0,720,720,0,0.002777778,0.002777778,0.997222222,"Reg"
"ALBREG1",33.14186,-3.94049,2018,"Summer",0,0,718,2,718,720,0,0,0,1,"Reg"
"ALBREG1",33.14186,-3.94049,2018,"Fall",0,0,719,1,719,720,0,0,0,1,"Reg"
"ALBREG1",33.14186,-3.94049,2018,"Winter",0,5,712,3,717,720,0,0.006973501,0.006973501,0.993026499,"Reg"
"ALBREG1",33.14186,-3.94049,2019,"Spring",0,2,717,1,719,720,0,0.002781641,0.002781641,0.997218359,"Reg"
"ALBREG1",33.14186,-3.94049,2019,"Summer",0,2,717,1,719,720,0,0.002781641,0.002781641,0.997218359,"Reg"
"ALBREG1",33.14186,-3.94049,2019,"Fall",0,2,718,0,720,720,0,0.002777778,0.002777778,0.997222222,"Reg"
"ALBREG1",33.14186,-3.94049,2019,"Winter",0,1,719,0,720,720,0,0.001388889,0.001388889,0.998611111,"Reg"
"ALBREG1",33.14186,-3.94049,2020,"Spring",0,1,719,0,720,720,0,0.001388889,0.001388889,0.998611111,"Reg"
"ALBREG1",33.14186,-3.94049,2020,"Summer",0,1,719,0,720,720,0,0.001388889,0.001388889,0.998611111,"Reg"
"ALBREG1",33.14186,-3.94049,2020,"Fall",0,3,717,0,720,720,0,0.004166667,0.004166667,0.995833333,"Reg"
"ALBREG1",33.14186,-3.94049,2020,"Winter",0,4,716,0,720,720,0,0.005555556,0.005555556,0.994444444,"Reg"
"ALBREG1",33.14186,-3.94049,2021,"Spring",0,4,716,0,720,720,0,0.005555556,0.005555556,0.994444444,"Reg"
"ALBREG1",33.14186,-3.94049,2021,"Summer",2,1,715,2,718,720,0.002785515,0.001392758,0.004178273,0.995821727,"Reg"
"ALBREG1",33.14186,-3.94049,2021,"Fall",0,5,715,0,720,720,0,0.006944444,0.006944444,0.993055556,"Reg"
"ALBREG1",33.14186,-3.94049,2021,"Winter",0,4,716,0,720,720,0,0.005555556,0.005555556,0.994444444,"Reg"
"ALBREG1",33.14186,-3.94049,2022,"Spring",0,2,716,2,718,720,0,0.002785515,0.002785515,0.997214485,"Reg"
"ALBREG1",33.14186,-3.94049,2022,"Summer",0,4,716,0,720,720,0,0.005555556,0.005555556,0.994444444,"Reg"
"ALBREG1",33.14186,-3.94049,2022,"Fall",1,0,718,1,719,720,0.001390821,0,0.001390821,0.998609179,"Reg"
"ALBREG1",33.14186,-3.94049,2022,"Winter",0,0,720,0,720,720,0,0,0,1,"Reg"
"ALBREG1",33.14186,-3.94049,2023,"Spring",0,4,716,0,720,720,0,0.005555556,0.005555556,0.994444444,"Reg"
"ALBREG1",33.14186,-3.94049,2023,"Summer",1,0,718,1,719,720,0.001390821,0,0.001390821,0.998609179,"Reg"
