Nest_Name,Nest_Latitude,Nest_Longitude,Year_Discovered,Number_Of_Items,Camera_trap_deployed
16N029G05,32.833,-2.553,2016,2,No
16N029G06,33.112,-3.086,2016,2,No
16N029G07,32.992,-2.100,2016,2,No
16N029G08,32.703,-2.124,2016,2,No
16N02LC,33.141,-3.717,2016,2,No
16N02M01,33.191,-3.794,2016,2,Yes
16N02M03,33.256,-2.648,2016,2,No
16N02M05,33.268,-3.891,2016,2,No
16N02M06,33.723,-2.383,2016,2,No
16N02M08,34.123,-2.233,2016,2,No
16N02M10,32.859,-2.176,2016,3,Yes
16N02M11,33.317,-3.883,2016,2,No
16N02M14,33.297,-2.860,2016,2,No
16N02M15,33.160,-3.020,2016,2,No
16N02M17,33.256,-3.755,2016,1,Yes
16N02M20,33.063,-3.837,2016,2,Yes
16N02M22,32.809,-2.455,2016,2,No
16N02M25,33.205,-4.098,2016,2,Yes
16N02M26,33.226,-4.015,2016,2,No
16N02M28,33.132,-4.481,2016,3,Yes
16N02M30,33.137,-3.672,2016,2,Yes
16N030G01,32.809,-3.893,2016,2,No
16N030G02,33.283,-3.194,2016,2,No
16N030G03,33.857,-2.448,2016,3,No
16N030G04,33.704,-2.320,2016,2,No
16N030G05,32.880,-2.501,2016,2,No
16N030G06,33.088,-3.001,2016,2,No
16N030G07,33.178,-2.209,2016,2,No
16N030G08,32.691,-2.424,2016,2,No
16N031G01,32.788,-3.843,2016,2,No
16N031G02,33.132,-3.705,2016,2,No
16N031G03,33.862,-2.439,2016,1,No
16N031G04,33.292,-2.893,2016,2,No
16N031G05,32.922,-2.488,2016,2,Yes
16N031G06,32.782,-2.595,2016,1,No
16N031G07,32.944,-2.397,2016,3,No
16N031G08,33.013,-2.835,2016,2,No
16N032G01,32.881,-3.664,2016,2,No
16N032G02,33.091,-4.526,2016,2,Yes
16N032G03,33.464,-3.060,2016,2,No
16N032G04,33.355,-2.466,2016,2,No
16N032G05,32.743,-2.137,2016,2,No
16N032G06,33.270,-2.532,2016,2,No
16N032G07,32.935,-2.489,2016,2,No
16N032G08,33.272,-2.422,2016,2,No
16N033G01,33.123,-3.802,2016,1,No
16N033G02,33.092,-4.531,2016,2,Yes
16N033G03,33.390,-3.063,2016,2,No
16N033G04,33.206,-2.328,2016,3,No
16N033G05,32.746,-2.132,2016,2,No
16N033G06,33.378,-2.380,2016,2,No
16N033G07,32.687,-2.393,2016,1,No
16N033G08,33.166,-2.575,2016,2,No
16N034G01,33.203,-3.705,2016,2,No
16N034G02,33.072,-4.704,2016,2,No
16N034G03,33.638,-2.904,2016,2,No
16N034G04,32.826,-2.197,2016,2,No
16N034G05,32.177,-2.936,2016,1,No
16N034G07,32.685,-2.401,2016,2,Yes
16N034G08,32.702,-2.654,2016,2,No
16N035G01,33.221,-3.686,2016,2,No
16N035G02,33.247,-3.070,2016,2,No
16N035G03,33.763,-2.599,2016,3,No
16N035G04,33.112,-1.976,2016,3,Yes
16N035G05,32.646,-1.545,2016,2,No
16N035G07,32.679,-2.415,2016,2,No
16N036G01,33.144,-3.688,2016,2,No
16N036G02,33.276,-3.061,2016,2,No
16N036G03,33.618,-2.857,2016,2,No
16N036G04,33.332,-2.913,2016,2,Yes
16N036G05,32.635,-1.534,2016,2,No
16N036G07,32.775,-2.302,2016,2,No
16N037G01,33.004,-3.646,2016,2,No
16N037G02,33.465,-3.039,2016,2,No
16N037G03,33.585,-2.736,2016,3,Yes
16N037G04,33.270,-2.926,2016,3,No
16N037G05,32.898,-2.630,2016,2,No
16N037G07,32.634,-1.829,2016,2,No
16N038G01,33.138,-3.703,2016,2,No
16N038G02,33.466,-3.035,2016,2,No
16N038G03,33.139,-2.930,2016,2,Yes
16N038G04,33.252,-2.920,2016,3,Yes
16N038G05,32.875,-2.926,2016,3,No
16N038G07,32.496,-2.682,2016,2,Yes
16N039G01,33.152,-3.706,2016,2,No
16N039G02,33.475,-3.024,2016,2,No
16N039G03,33.155,-3.011,2016,3,Yes
16N039G04,33.139,-2.940,2016,1,No
16N039G05,32.690,-2.882,2016,2,No
16N039G07,32.682,-2.462,2016,2,Yes
16N03LC,33.133,-3.716,2016,2,No
16N03M03,33.923,-2.421,2016,3,No
16N03M05,33.849,-2.280,2016,3,No
16N03M06,33.702,-2.355,2016,3,No
16N03M08,33.909,-2.433,2016,3,No
16N03M10,32.403,-2.280,2016,3,No
16N03M11,33.106,-2.264,2016,2,No
16N03M14,33.347,-2.672,2016,2,Yes
16N03M15,33.353,-2.598,2016,2,Yes
16N03M17,33.329,-3.761,2016,3,Yes
16N03M20,33.021,-3.660,2016,2,No
16N03M22,32.679,-1.884,2016,2,Yes
16N03M25,33.071,-3.843,2016,2,No
16N03M26,33.110,-4.692,2016,2,No
16N03M28,33.008,-4.089,2016,3,Yes
16N03M30,33.195,-3.887,2016,1,No
16N040G01,33.102,-3.735,2016,2,No
16N040G02,32.994,-4.601,2016,2,No
16N040G03,33.818,-2.458,2016,3,No
16N040G04,32.745,-2.359,2016,3,No
16N040G05,32.261,-2.267,2016,2,No
16N040G07,32.701,-2.448,2016,2,No
16N041G01,33.100,-4.484,2016,3,No
16N041G02,33.402,-3.352,2016,2,No
16N041G03,33.952,-2.340,2016,3,No
16N041G04,32.685,-2.443,2016,2,No
16N041G05,32.448,-2.740,2016,2,No
16N041G07,33.210,-3.005,2016,2,No
16N042G01,33.013,-3.912,2016,2,No
16N042G02,33.418,-3.225,2016,2,No
16N042G03,33.960,-2.333,2016,3,No
16N042G04,32.755,-2.480,2016,2,No
16N042G05,32.437,-2.755,2016,2,No
16N042G07,33.327,-2.875,2016,2,No
16N043G01,32.869,-3.649,2016,3,No
16N043G02,33.348,-3.003,2016,2,No
16N043G03,33.846,-2.343,2016,3,No
16N043G04,32.683,-2.751,2016,1,No
16N043G05,32.283,-2.182,2016,2,No
16N043G07,33.081,-3.027,2016,2,No
16N044G01,32.956,-3.852,2016,2,No
16N044G02,33.415,-2.960,2016,2,No
16N044G03,33.627,-2.617,2016,2,No
16N044G04,32.703,-2.187,2016,2,No
16N044G05,32.437,-2.747,2016,2,Yes
16N044G07,32.672,-1.826,2016,,No
16N045G01,33.016,-3.915,2016,2,No
16N045G02,33.512,-3.107,2016,3,No
16N045G03,33.650,-2.572,2016,3,No
16N045G04,32.812,-2.178,2016,2,No
16N045G05,32.455,-2.721,2016,1,No
16N046G01,33.150,-3.711,2016,2,Yes
16N046G02,33.444,-3.124,2016,2,No
16N046G03,33.897,-2.526,2016,3,No
16N046G04,33.079,-2.243,2016,3,Yes
16N046G05,33.153,-2.793,2016,2,No
16N047G01,33.123,-3.703,2016,2,No
16N047G02,33.486,-3.053,2016,3,No
16N047G03,33.937,-2.567,2016,3,No
16N047G04,33.942,-2.049,2016,3,No
16N047G05,33.141,-2.993,2016,3,No
16N048G01,33.163,-3.662,2016,1,No
16N048G02,33.419,-3.061,2016,2,No
16N048G03,33.897,-2.431,2016,2,No
16N048G04,33.978,-2.290,2016,2,No
16N048G05,33.095,-2.998,2016,3,No
16N049G01,33.055,-3.676,2016,2,No
16N049G02,33.217,-3.229,2016,3,No
16N049G03,33.842,-2.288,2016,2,No
16N049G04,33.975,-2.296,2016,3,No
16N049G05,33.157,-3.043,2016,2,No
16N04M03,33.311,-2.700,2016,3,No
16N04M06,33.170,-3.082,2016,2,No
16N04M08,33.167,-2.621,2016,2,No
16N04M10,32.727,-2.154,2016,3,No
16N04M11,33.419,-2.901,2016,2,No
16N04M14,33.321,-2.882,2016,2,Yes
16N04M15,33.792,-2.477,2016,3,No
16N04M17,33.132,-4.017,2016,3,No
16N04M20,33.337,-2.875,2016,2,No
16N04M22,32.811,-2.099,2016,3,Yes
16N04M25,33.086,-3.841,2016,1,No
16N04M26,32.840,-4.846,2016,2,Yes
16N04M30,33.120,-3.804,2016,2,No
16N050G01,33.050,-3.683,2016,2,No
16N050G02,33.245,-3.195,2016,2,No
16N050G03,33.977,-2.324,2016,3,No
16N050G04,33.951,-2.298,2016,2,No
16N050G05,33.172,-3.083,2016,3,No
16N051G01,33.041,-3.681,2016,2,No
16N051G02,32.857,-4.718,2016,2,Yes
16N051G03,33.881,-2.525,2016,3,Yes
16N051G04,33.917,-2.379,2016,3,No
16N052G01,33.044,-3.701,2016,2,No
16N052G02,32.875,-4.723,2016,2,Yes
16N052G03,33.302,-2.875,2016,2,Yes
16N052G04,33.885,-2.579,2016,3,No
16N052G05,32.736,-2.128,2016,,No
16N053G01,33.042,-3.704,2016,2,No
16N053G02,32.861,-4.708,2016,1,Yes
16N053G03,33.405,-2.443,2016,3,No
16N053G04,33.980,-2.510,2016,2,No
16N054G01,32.775,-4.010,2016,2,No
16N054G02,32.901,-4.669,2016,2,No
16N054G03,33.624,-2.710,2016,2,No
16N054G04,33.850,-2.466,2016,1,No
16N055G01,33.233,-3.657,2016,2,No
16N055G02,32.897,-4.650,2016,3,No
16N055G03,33.798,-2.383,2016,3,No
16N055G04,33.838,-2.479,2016,3,No
16N056G01,33.189,-3.649,2016,2,No
16N056G02,32.844,-4.703,2016,2,Yes
16N056G03,33.654,-2.907,2016,2,No
16N056G04,33.834,-2.458,2016,2,No
16N057G01,33.137,-3.676,2016,2,No
16N057G02,33.299,-3.652,2016,2,No
16N057G03,33.627,-2.893,2016,3,Yes
16N057G04,33.845,-2.471,2016,2,No
16N058G01,33.129,-3.710,2016,1,No
16N058G02,33.214,-3.105,2016,2,Yes
16N058G03,33.841,-2.286,2016,2,No
16N058G04,33.109,-2.229,2016,3,Yes
16N059G01,32.943,-3.600,2016,2,No
16N059G02,33.231,-3.178,2016,1,No
16N059G03,33.919,-2.427,2016,2,No
16N059G04,32.981,-2.051,2016,2,No
16N05M03,33.555,-2.915,2016,3,No
16N05M05,33.143,-2.093,2016,3,No
16N05M06,32.836,-3.780,2016,2,No
16N05M08,33.158,-2.718,2016,2,No
16N05M10,32.744,-2.148,2016,3,No
16N05M11,33.142,-3.732,2016,2,No
16N05M14,33.571,-2.916,2016,2,No
16N05M15,33.940,-2.312,2016,3,Yes
16N05M17,33.463,-2.891,2016,2,No
16N05M20,33.023,-3.672,2016,2,No
16N05M22,33.477,-2.902,2016,3,Yes
16N05M25,33.273,-3.993,2016,2,No
16N05M30,33.183,-3.791,2016,2,Yes
16N060G01,32.942,-3.611,2016,2,No
16N060G02,33.193,-3.114,2016,3,Yes
16N060G03,33.726,-2.382,2016,3,No
16N060G04,32.989,-2.078,2016,3,No
16N061G01,32.944,-3.616,2016,2,No
16N061G02,33.353,-3.297,2016,2,No
16N061G03,33.828,-2.318,2016,3,No
16N061G04,32.910,-2.193,2016,2,No
16N062G01,33.039,-3.654,2016,2,No
16N062G02,33.371,-3.275,2016,1,No
16N062G03,33.829,-2.307,2016,2,No
16N062G04,32.950,-2.146,2016,2,No
16N063G01,33.148,-3.697,2016,3,Yes
16N063G02,33.406,-2.971,2016,3,No
16N063G03,33.854,-2.365,2016,3,Yes
16N063G04,33.222,-3.021,2016,3,No
16N064G01,33.191,-3.763,2016,1,No
16N064G02,33.548,-3.179,2016,2,No
16N064G03,33.845,-2.288,2016,2,No
16N064G04,33.052,-2.931,2016,3,No
16N065G01,33.126,-3.732,2016,2,Yes
16N065G02,33.147,-3.690,2016,2,Yes
16N065G03,33.938,-2.351,2016,2,No
16N065G04,32.964,-2.895,2016,2,No
16N066G01,33.246,-3.687,2016,2,No
16N066G02,33.040,-3.655,2016,2,No
16N066G03,33.967,-2.497,2016,3,No
16N066G04,32.688,-2.145,2016,3,No
16N067G01,33.232,-3.691,2016,2,Yes
16N067G02,33.095,-4.518,2016,3,No
16N067G03,33.908,-2.516,2016,3,No
16N067G04,32.683,-2.156,2016,2,Yes
16N068G01,33.206,-3.674,2016,2,No
16N068G02,33.066,-4.514,2016,3,No
16N068G03,33.342,-2.830,2016,2,Yes
16N068G04,32.993,-2.059,2016,2,Yes
16N069G01,33.198,-3.647,2016,2,No
16N069G02,33.006,-4.569,2016,1,No
16N069G03,33.332,-2.946,2016,2,No
16N069G04,33.663,-2.217,2016,3,No
16N06M03,33.631,-2.615,2016,3,No
16N06M05,33.911,-2.400,2016,2,Yes
16N06M06,33.124,-4.021,2016,3,No
16N06M08,33.347,-2.664,2016,2,No
16N06M10,32.811,-2.139,2016,2,No
16N06M11,33.137,-3.708,2016,1,No
16N06M14,33.957,-2.514,2016,3,No
16N06M15,33.950,-2.320,2016,3,No
16N06M17,33.327,-2.801,2016,3,No
16N06M20,33.067,-3.844,2016,2,No
16N06M22,32.774,-2.329,2016,2,No
16N06M25,33.322,-2.913,2016,3,No
16N06M30,33.111,-2.052,2016,3,No
16N070G01,32.745,-3.993,2016,2,No
16N070G02,33.396,-3.325,2016,2,No
16N070G03,33.373,-2.447,2016,2,No
16N070G04,33.935,-2.258,2016,3,No
16N071G01,32.989,-3.612,2016,2,No
16N071G02,33.371,-3.370,2016,2,No
16N071G03,33.654,-2.560,2016,3,No
16N071G04,33.968,-2.309,2016,3,No
16N072G01,33.013,-3.735,2016,3,No
16N072G02,32.873,-4.630,2016,2,No
16N072G04,33.964,-2.462,2016,3,No
16N073G01,33.009,-3.667,2016,1,No
16N073G02,32.856,-4.625,2016,2,No
16N073G03,33.677,-2.570,2016,3,No
16N073G04,33.962,-2.509,2016,2,No
16N074G01,33.177,-3.671,2016,2,Yes
16N074G02,32.891,-4.680,2016,1,No
16N074G03,33.899,-2.315,2016,3,No
16N074G04,33.531,-2.671,2016,3,No
16N075G01,33.196,-3.689,2016,2,No
16N075G02,32.889,-4.674,2016,2,No
16N075G03,33.902,-2.210,2016,3,No
16N075G04,33.520,-2.658,2016,2,No
16N076G01,33.209,-3.681,2016,2,No
16N076G02,32.873,-4.700,2016,2,No
16N076G03,33.953,-2.489,2016,3,No
16N076G04,32.985,-2.065,2016,1,No
16N077G01,33.215,-3.670,2016,2,No
16N077G02,32.841,-4.718,2016,1,No
16N077G03,33.978,-2.491,2016,3,No
16N077G04,32.983,-2.085,2016,2,No
16N078G01,33.247,-3.701,2016,2,No
16N078G02,32.875,-4.760,2016,2,No
16N078G03,33.883,-2.463,2016,3,No
16N078G04,32.689,-2.149,2016,2,No
16N079G01,33.261,-3.689,2016,2,No
16N079G02,32.867,-4.818,2016,2,Yes
16N079G03,33.898,-2.530,2016,2,No
16N079G04,32.839,-2.756,2016,2,No
16N07M03,33.828,-2.417,2016,2,No
16N07M05,33.571,-2.932,2016,2,Yes
16N07M06,33.131,-4.037,2016,2,Yes
16N07M08,33.358,-2.663,2016,1,No
16N07M10,32.673,-2.576,2016,3,No
16N07M11,33.126,-3.719,2016,2,No
16N07M14,33.132,-3.991,2016,3,No
16N07M15,33.173,-2.717,2016,2,No
16N07M17,33.348,-2.673,2016,3,No
16N07M20,33.223,-3.901,2016,2,Yes
16N07M22,32.692,-2.425,2016,2,No
16N07M25,33.299,-2.867,2016,2,No
16N07M30,33.151,-3.749,2016,2,Yes
16N080G01,33.006,-3.881,2016,2,No
16N080G02,33.219,-3.330,2016,2,No
16N080G03,33.647,-2.844,2016,3,No
16N080G04,32.686,-2.746,2016,3,No
16N081G01,33.083,-3.818,2016,2,No
16N081G02,32.845,-4.008,2016,2,No
16N081G03,33.914,-2.430,2016,2,Yes
16N081G04,33.218,-2.556,2016,3,No
16N082G01,33.067,-3.827,2016,2,No
16N082G02,32.744,-3.875,2016,2,No
16N082G03,33.953,-2.461,2016,2,No
16N082G04,33.214,-2.587,2016,2,Yes
16N083G01,33.090,-3.797,2016,2,No
16N083G02,32.757,-3.889,2016,2,No
16N083G03,33.745,-2.561,2016,2,No
16N083G04,33.143,-2.738,2016,2,No
16N084G01,32.962,-3.645,2016,2,No
16N084G02,33.095,-4.514,2016,2,No
16N084G03,33.879,-2.471,2016,3,Yes
16N084G04,33.108,-2.250,2016,3,Yes
16N085G01,33.209,-3.639,2016,2,No
16N085G02,33.107,-4.475,2016,3,No
16N085G03,33.931,-2.402,2016,3,No
16N085G04,33.112,-2.312,2016,3,Yes
16N086G01,33.256,-3.685,2016,2,No
16N086G02,33.189,-4.578,2016,2,No
16N086G03,33.851,-2.254,2016,2,No
16N086G04,33.387,-2.460,2016,3,No
16N087G01,33.264,-3.684,2016,2,No
16N087G02,33.297,-3.053,2016,2,No
16N087G03,33.546,-3.175,2016,3,No
16N087G04,33.533,-2.677,2016,2,No
16N088G01,32.839,-3.846,2016,2,No
16N088G02,33.234,-3.043,2016,2,No
16N088G03,33.652,-3.144,2016,1,No
16N088G04,32.763,-2.022,2016,2,No
16N089G01,33.253,-3.680,2016,1,No
16N089G02,33.262,-3.031,2016,2,No
16N089G03,33.571,-2.766,2016,3,No
16N089G04,33.161,-2.016,2016,3,No
16N08M03,33.905,-2.413,2016,2,Yes
16N08M05,33.477,-3.098,2016,1,No
16N08M06,33.561,-2.922,2016,1,No
16N08M08,33.139,-2.617,2016,1,No
16N08M10,32.916,-2.143,2016,,No
16N08M11,33.889,-2.526,2016,3,Yes
16N08M14,33.185,-3.918,2016,2,Yes
16N08M17,33.330,-2.876,2016,1,No
16N08M20,33.089,-3.784,2016,1,No
16N08M22,32.509,-2.666,2016,2,No
16N08M25,33.391,-2.641,2016,3,No
16N08M30,33.131,-3.765,2016,3,Yes
16N08M32,33.307,-2.639,2016,2,No
16N090G01,32.896,-4.035,2016,2,No
16N090G02,33.246,-3.683,2016,2,No
16N090G03,33.673,-3.069,2016,2,No
16N090G04,33.197,-2.104,2016,2,No
16N091G02,33.176,-4.441,2016,3,No
16N091G03,33.881,-2.385,2016,2,No
16N091G04,33.058,-2.720,2016,2,No
16N092G02,33.218,-3.249,2016,2,No
16N092G03,33.900,-2.386,2016,3,No
16N092G04,32.809,-2.487,2016,2,No
16N093G02,33.205,-3.220,2016,1,No
16N093G03,33.914,-2.249,2016,3,No
16N093G04,33.132,-1.988,2016,3,No
16N094G02,32.865,-4.745,2016,2,No
16N094G03,33.941,-2.340,2016,3,No
16N094G04,33.974,-2.288,2016,3,No
16N095G03,33.925,-2.556,2016,2,No
16N095G04,33.973,-2.296,2016,3,No
16N096G03,33.566,-2.858,2016,3,No
16N096G04,33.947,-2.313,2016,3,No
16N097G03,33.714,-2.822,2016,3,No
16N097G04,33.825,-2.400,2016,2,No
16N098G03,33.652,-2.749,2016,2,No
16N098G04,33.900,-2.395,2016,3,No
16N099G03,33.900,-2.409,2016,3,No
16N099G04,33.913,-2.392,2016,3,No
16N09M03,33.878,-2.471,2016,3,No
16N09M05,32.745,-4.895,2016,,No
16N09M06,33.528,-2.959,2016,3,No
16N09M08,33.169,-2.678,2016,2,No
16N09M10,32.827,-2.166,2016,3,No
16N09M11,33.918,-2.540,2016,2,Yes
16N09M14,33.151,-4.066,2016,2,No
16N09M17,33.185,-2.706,2016,3,No
16N09M20,33.853,-2.508,2016,2,Yes
16N09M22,32.546,-2.373,2016,2,No
16N09M25,32.825,-4.167,2016,2,No
16N09M30,33.102,-3.741,2016,3,No
16N09M32,33.254,-2.627,2016,3,No
16N100G03,33.912,-2.394,2016,2,No
16N100G04,33.929,-2.417,2016,3,No
16N101G03,33.829,-2.574,2016,3,Yes
16N101G04,33.904,-2.531,2016,2,No
16N102G03,33.865,-2.601,2016,3,Yes
16N102G04,33.975,-2.524,2016,3,No
16N103G03,33.909,-2.542,2016,2,No
16N103G04,33.980,-2.499,2016,4,No
16N104G03,33.966,-2.535,2016,2,No
16N104G04,33.920,-2.409,2016,2,No
16N105G03,33.963,-2.489,2016,3,No
16N105G04,33.195,-2.505,2016,3,No
16N106G03,33.962,-2.501,2016,3,No
16N106G04,32.996,-2.114,2016,2,No
16N107G03,33.908,-2.438,2016,3,No
16N107G04,33.960,-2.295,2016,3,No
16N108G03,33.951,-2.410,2016,2,No
16N108G04,34.045,-2.256,2016,4,No
16N109G03,33.948,-2.417,2016,3,No
16N109G04,33.936,-2.381,2016,3,No
16N10M03,33.483,-2.920,2016,3,No
16N10M06,33.752,-2.818,2016,3,No
16N10M08,33.214,-2.655,2016,3,No
16N10M10,33.962,-2.501,2016,2,No
16N10M11,33.845,-2.365,2016,3,No
16N10M14,33.110,-2.281,2016,2,No
16N10M15,33.361,-2.970,2016,3,No
16N10M17,33.144,-2.659,2016,2,No
16N10M20,33.854,-2.464,2016,3,No
16N10M22,33.806,-2.444,2016,2,No
16N10M25,33.045,-3.669,2016,2,No
16N10M30,33.116,-3.749,2016,2,Yes
16N110G03,33.807,-2.386,2016,2,No
16N110G04,33.904,-2.388,2016,2,No
16N111G03,33.848,-2.317,2016,3,No
16N111G04,33.913,-2.395,2016,2,No
16N112G03,33.742,-2.752,2016,2,No
16N112G04,33.897,-2.411,2016,2,No
16N113G03,33.969,-2.280,2016,3,No
16N113G04,33.945,-2.329,2016,2,No
16N114G03,33.951,-2.209,2016,2,No
16N114G04,33.444,-2.516,2016,2,No
16N115G03,33.953,-2.227,2016,2,No
16N115G04,33.103,-2.450,2016,2,Yes
16N116G03,33.913,-2.406,2016,3,No
16N116G04,33.099,-2.480,2016,2,No
16N117G03,33.915,-2.403,2016,4,No
16N117G04,32.816,-2.460,2016,3,No
16N118G03,33.957,-2.414,2016,3,No
16N118G04,32.738,-2.015,2016,2,No
16N119G03,33.957,-2.402,2016,3,No
16N119G04,33.862,-2.253,2016,2,No
16N11M03,33.820,-2.750,2016,2,Yes
16N11M06,33.186,-4.490,2016,3,No
16N11M10,33.280,-2.925,2016,2,Yes
16N11M11,33.892,-2.341,2016,1,No
16N11M14,33.963,-2.362,2016,3,No
16N11M15,33.955,-2.304,2016,3,No
16N11M17,33.360,-2.682,2016,2,No
16N11M20,33.458,-2.930,2016,3,No
16N11M22,33.644,-2.847,2016,,No
16N11M25,32.845,-3.931,2016,2,No
16N11M30,33.143,-3.693,2016,2,No
16N120G03,33.908,-2.434,2016,3,No
16N120G04,33.954,-2.321,2016,3,No
16N121G03,33.922,-2.461,2016,,No
16N121G04,33.949,-2.329,2016,2,No
16N122G03,33.855,-2.514,2016,3,No
16N122G04,33.953,-2.336,2016,3,No
16N123G03,33.591,-2.861,2016,3,No
16N123G04,33.945,-2.325,2016,2,No
16N124G03,33.661,-2.748,2016,3,No
16N124G04,33.910,-2.438,2016,3,Yes
16N125G03,33.927,-2.427,2016,3,No
16N125G04,33.892,-2.446,2016,3,No
16N126G03,33.930,-2.431,2016,3,No
16N126G04,33.991,-2.501,2016,3,No
16N127G03,33.894,-2.346,2016,3,No
16N127G04,33.807,-2.368,2016,3,No
16N128G03,33.880,-2.356,2016,3,No
16N128G04,33.805,-2.380,2016,3,No
16N129G03,33.872,-2.325,2016,3,No
16N12M03,33.308,-3.754,2016,2,Yes
16N12M06,33.354,-3.840,2016,2,Yes
16N12M08,33.296,-3.941,2016,2,No
16N12M10,33.261,-2.934,2016,2,Yes
16N12M11,33.903,-2.349,2016,1,No
16N12M14,33.651,-2.503,2016,2,No
16N12M17,33.093,-4.520,2016,3,No
16N12M20,33.110,-3.798,2016,2,No
16N12M25,33.369,-2.817,2016,2,No
16N12M30,33.125,-4.669,2016,2,No
16N12M32,33.524,-2.772,2016,3,No
16N130G03,33.852,-2.463,2016,1,No
16N131G03,33.820,-2.431,2016,3,No
16N132G03,33.912,-2.387,2016,2,No
16N133G03,33.862,-2.479,2016,2,No
16N134G03,33.767,-2.925,2016,2,No
16N135G03,33.670,-2.565,2016,3,No
16N136G03,33.624,-2.601,2016,2,No
16N137G03,33.577,-2.599,2016,2,No
16N138G03,33.978,-2.539,2016,,No
16N139G03,33.919,-2.251,2016,3,No
16N13M03,33.273,-2.871,2016,2,Yes
16N13M06,33.254,-3.680,2016,2,No
16N13M08,33.308,-3.952,2016,2,No
16N13M10,33.130,-2.990,2016,3,Yes
16N13M11,33.110,-3.796,2016,2,No
16N13M14,33.340,-2.680,2016,2,No
16N13M17,33.123,-3.703,2016,1,No
16N13M20,33.138,-3.722,2016,2,Yes
16N13M25,33.198,-2.712,2016,3,No
16N13M30,33.922,-2.357,2016,3,No
16N13M32,33.291,-2.720,2016,3,No
16N140G03,33.849,-2.299,2016,3,No
16N141G03,33.849,-2.277,2016,2,No
16N142G03,33.919,-2.406,2016,2,No
16N143G03,33.963,-2.486,2016,3,No
16N144G03,33.896,-2.605,2016,3,No
16N145G03,33.470,-2.524,2016,2,No
16N146G03,33.449,-2.545,2016,2,No
16N147G03,33.455,-2.517,2016,2,No
16N148G03,33.640,-2.629,2016,3,No
16N149G03,33.676,-2.585,2016,3,No
16N14M03,33.850,-2.278,2016,2,No
16N14M06,33.188,-4.630,2016,3,No
16N14M08,33.251,-3.670,2016,,No
16N14M11,33.616,-3.519,2016,3,No
16N14M14,33.339,-2.656,2016,3,No
16N14M15,33.240,-2.675,2016,3,No
16N14M17,33.135,-3.731,2016,2,Yes
16N14M20,33.149,-3.704,2016,2,No
16N14M25,33.981,-2.311,2016,3,No
16N14M30,33.128,-3.773,2016,3,No
16N150G03,33.674,-2.897,2016,3,No
16N151G03,33.716,-2.862,2016,2,No
16N152G03,33.719,-2.732,2016,3,No
16N153G03,33.697,-3.168,2016,2,No
16N154G03,33.685,-2.419,2016,3,No
16N155G03,33.695,-2.407,2016,3,No
16N156G03,33.843,-2.289,2016,2,No
16N157G03,33.849,-2.283,2016,1,No
16N158G03,33.889,-2.384,2016,3,No
16N159G03,33.907,-2.384,2016,3,No
16N15M06,33.316,-2.708,2016,3,No
16N15M08,33.296,-3.947,2016,2,Yes
16N15M11,33.132,-3.813,2016,2,No
16N15M14,33.639,-2.527,2016,2,No
16N15M15,33.559,-2.745,2016,3,No
16N15M17,33.596,-2.662,2016,3,No
16N15M20,33.198,-3.926,2016,2,No
16N15M25,33.114,-3.723,2016,2,No
16N15M30,33.122,-3.716,2016,1,No
16N160G03,33.919,-2.433,2016,3,No
16N161G03,33.930,-2.543,2016,3,Yes
16N162G03,33.923,-2.537,2016,3,No
16N163G03,33.916,-2.543,2016,2,No
16N164G03,33.899,-2.428,2016,3,No
16N165G03,33.668,-2.880,2016,2,No
16N166G03,33.571,-2.625,2016,2,No
16N167G03,33.458,-2.408,2016,3,No
16N168G03,33.633,-2.730,2016,3,No
16N169G03,33.945,-2.371,2016,3,No
16N16M06,33.278,-2.602,2016,2,No
16N16M08,33.056,-2.852,2016,2,Yes
16N16M11,33.893,-2.405,2016,3,Yes
16N16M14,33.334,-2.707,2016,2,No
16N16M15,33.300,-2.856,2016,3,No
16N16M17,33.351,-2.661,2016,3,No
16N16M20,33.811,-2.423,2016,3,No
16N16M25,33.809,-2.439,2016,3,No
16N16M30,33.126,-3.737,2016,2,Yes
16N170G03,33.940,-2.379,2016,3,No
16N171G03,33.944,-2.401,2016,2,No
16N172G03,33.927,-2.345,2016,2,No
16N173G03,33.807,-2.600,2016,2,No
16N174G03,33.825,-2.488,2016,3,No
16N175G03,33.947,-2.497,2016,4,No
16N176G03,33.982,-2.509,2016,3,No
16N177G03,33.709,-2.784,2016,2,No
16N178G03,33.672,-2.365,2016,2,No
16N179G03,33.728,-2.404,2016,2,No
16N17M06,33.242,-2.410,2016,2,No
16N17M08,32.834,-2.168,2016,2,No
16N17M11,33.292,-2.881,2016,2,No
16N17M14,33.097,-3.816,2016,2,No
16N17M15,33.167,-2.614,2016,3,Yes
16N17M17,33.088,-4.564,2016,2,No
16N17M20,33.700,-3.095,2016,2,No
16N17M25,33.908,-2.388,2016,2,No
16N17M30,33.124,-3.738,2016,1,No
16N180G03,33.885,-2.440,2016,3,No
16N181G03,33.836,-2.403,2016,2,No
16N182G03,33.819,-2.432,2016,3,No
16N183G03,33.783,-2.440,2016,2,No
16N184G03,33.939,-2.256,2016,2,No
16N185G03,33.904,-2.426,2016,3,Yes
16N186G03,33.903,-2.537,2016,3,No
16N187G03,33.754,-2.429,2016,2,No
16N188G03,33.774,-2.424,2016,3,No
