Reference_Observation_Point_Name,Reference_Observation_Point_Latitude,Reference_Observation_Point_Longitude,Real_Observation_Point_Name,Real_Observation_Point_Date,Real_Observation_Point_Latitude,Real_Observation_Point_Longitude,Display_Station_Name,Display_Station_Latitude,Display_Station_Longitude,Displaying_Male_Number
P09-1,33.228,-3.835,P09-1M17,17/03/2014 06:29:00,33.22802,-3.83544,D06M17,33.24003,-3.84921,1
P04-4,33.166,-3.973,P04-4M05,17/03/2014 07:22:00,33.16573,-3.97289,NULL,NULL,NULL,1
P06-5,33.209,-3.964,P06-5M03,27/03/2014 06:08:00,33.20912,-3.96434,D31M03,33.1997,-3.94266,1
P06-5,33.209,-3.964,P06-5M03,27/03/2014 06:08:00,33.20912,-3.96434,D30M03,33.20633,-3.95864,1
P06-6,33.221,-3.985,P06-6M03,27/03/2014 06:52:00,33.22115,-3.98536,D32M03,33.22823,-4.00071,1
P07-6,33.246,-3.965,P07-6M04,28/03/2014 06:41:00,33.24638,-3.96456,NULL,NULL,NULL,1
P11-5,33.304,-3.905,P11-5M03,28/03/2014 07:24:00,33.30401,-3.90544,NULL,NULL,NULL,1
P04-3,33.156,-3.955,P04-3M30,1/4/2014 6:37,33.15566,-3.95463,D05M30,33.14979,-3.96522,1
P03-4,33.160,-4.007,P03-4,2/2/2011 7:20,33.16034,-4.00695,NULL,NULL,NULL,1
P07-7,33.255,-3.993,P07-7,2/2/2011 7:48,33.25453,-3.99276,NULL,NULL,NULL,1
P06-9,33.236,-4.032,P06-9,3/2/2011 8:45,33.23574,-4.03174,NULL,NULL,NULL,1
P09-1,33.228,-3.835,P09-1,7/2/2011 7:00,33.22805,-3.83545,NULL,NULL,NULL,1
P08-2,33.216,-3.883,P08-2,21/02/2011 07:10:00,33.21649,-3.88286,11P01D,33.21681,-3.87862,1
P02-4,33.133,-4.024,P02-4,21/02/2011 08:04:00,33.13312,-4.02376,NULL,NULL,NULL,1
P06-2,33.198,-3.898,P06-2,24/02/2011 08:10:00,33.19825,-3.89789,NULL,NULL,NULL,1
P04-C,33.221,-3.950,P04c,1/3/2011 6:50,33.22089,-3.95048,11P03H,33.22487,-3.95322,1
P02-2,33.110,-3.988,P02-2,2/3/2011 7:11,33.10997,-3.98805,11P03CC,33.11035,-3.99111,1
P08-6,33.255,-3.958,P08-6M11,12/5/2012 5:38,33.25544,-3.95771,NULL,NULL,NULL,1
P07D,33.269,-3.884,P07DM03,12/5/2012 6:07,33.26896,-3.88428,NULL,NULL,NULL,1
P02-3,33.120,-4.008,P02-3M03,16/05/2012 05:44:00,33.11964,-4.00801,NULL,NULL,NULL,1
P03-1,33.115,-3.961,P03-1M11,17/05/2012 05:30:00,33.11466,-3.96076,NULL,NULL,NULL,1
P11-3,33.281,-3.863,P11-3,8/3/2011 8:00,33.28109,-3.86344,NULL,NULL,NULL,1
P02-1,33.100,-3.968,P02-1,8/3/2011 16:49,33.10033,-3.96792,11P09N,33.10871,-3.9699,1
P04-C,33.221,-3.950,P04c,10/3/2011 7:44,33.22089,-3.95048,NULL,NULL,NULL,1
P05-D,33.233,-3.891,P05-D,18/03/2011 06:44:00,33.23298,-3.89124,NULL,NULL,NULL,1
P07-3,33.217,-3.912,P07-3,23/03/2011 06:48:00,33.21661,-3.91157,NULL,NULL,NULL,1
P10-4,33.281,-3.888,P10-4,26/03/2011 06:44:00,33.28101,-3.88759,11P05J,33.28873,-3.8735,1
P01-C,33.286,-3.825,P01C,31/03/2011 06:28:00,33.28568,-3.82545,11P25N,33.28429,-3.83157,1
P04-6,33.184,-4.004,P04-6,1/4/2011 7:23,33.18443,-4.00404,NULL,NULL,NULL,1
P08-C,33.207,-3.982,P08C M20,26/05/2012 05:46:00,33.20715,-3.98208,NULL,NULL,NULL,1
P10-9,33.311,-3.967,P10-9M11,31/05/2012 06:38:00,33.31145,-3.96742,NULL,NULL,NULL,1
P03-1B,33.158,-4.020,P03-1b,6/4/2011 7:08,33.15829,-4.02029,NULL,NULL,NULL,1
P03-2B,33.168,-4.044,P03-2b,6/4/2011 7:36,33.16835,-4.04417,NULL,NULL,NULL,1
P07-4,33.223,-3.932,P07-4,7/4/2011 6:12,33.22265,-3.93226,NULL,NULL,NULL,1
P06-7,33.230,-4.005,P06-7,7/4/2011 8:07,33.23025,-4.00459,NULL,NULL,NULL,1
P10-6,33.291,-3.930,P10-6,8/4/2011 7:10,33.29113,-3.93042,NULL,NULL,NULL,1
P10-9,33.311,-3.967,P10-9,8/4/2011 7:44,33.31143,-3.96744,NULL,NULL,NULL,1
P03-1,33.115,-3.961,P03-1,20/04/2011 07:26:00,33.11466,-3.96077,NULL,NULL,NULL,1
P12-3,33.304,-3.824,P12-3,21/04/2011 06:36:00,33.30424,-3.8242,NULL,NULL,NULL,1
P07-4,33.223,-3.932,P07-4,21/04/2011 06:56:00,33.22265,-3.93226,NULL,NULL,NULL,1
P03-5B,33.163,-4.082,P03-5b,21/04/2011 07:53:00,33.16251,-4.08175,NULL,NULL,NULL,1
P13-1,33.319,-3.763,P13-1,22/04/2011 05:40:00,33.31854,-3.76261,NULL,NULL,NULL,1
P05-6,33.180,-4.015,P05-6,22/04/2011 06:01:00,33.17974,-4.01499,NULL,NULL,NULL,1
P10-7,33.298,-3.967,P10-7,26/04/2011 07:15:00,33.29785,-3.96654,NULL,NULL,NULL,1
P02-D,33.157,-3.922,P02D,29/04/2011 05:30:00,33.1572,-3.92248,11P56M,33.16306,-3.93521,1
P02-D,33.157,-3.922,P02D,29/04/2011 05:30:00,33.1572,-3.92248,11P01LC,33.16539,-3.91397,1
P09-3,33.243,-3.875,P09-3,2/5/2011 6:08,33.24265,-3.87467,11P18CG,33.23783,-3.88164,1
P09-4,33.252,-3.893,P09-4,2/5/2011 6:42,33.25192,-3.89307,NULL,NULL,NULL,1
P03-1B,33.158,-4.020,P03-1b,3/5/2011 6:19,33.15829,-4.02029,N02,33.14082,-4.00701,1
P09-7,33.280,-3.949,P09-7,5/5/2011 5:53,33.28004,-3.94882,NULL,NULL,NULL,1
P04-6,33.184,-4.004,P04-6,9/5/2011 6:42,33.18443,-4.00404,NULL,NULL,NULL,1
P02-1,33.100,-3.968,P02-1,10/5/2011 5:25,33.10033,-3.96792,NULL,NULL,NULL,1
P07-3,33.217,-3.912,P07-3,17/05/2011 06:13:00,33.21661,-3.91157,NULL,NULL,NULL,1
P07-4,33.223,-3.932,P07-4,17/05/2011 06:31:00,33.22265,-3.93226,NULL,NULL,NULL,1
P12-6,33.323,-3.884,P12-6,20/05/2011 06:25:00,33.3231,-3.88448,NULL,NULL,NULL,1
P03-4B,33.180,-4.076,P03-4b,31/05/2011 06:32:00,33.18039,-4.07642,NULL,NULL,NULL,1
P03-4,33.160,-4.007,P03-4,1/6/2011 6:04,33.16034,-4.00695,NULL,NULL,NULL,1
P05-4,33.176,-3.959,P05-4,1/6/2011 6:41,33.17586,-3.95855,NULL,NULL,NULL,1
P02-D,33.157,-3.922,P02D,3/6/2011 5:45,33.1572,-3.92248,CG09,33.15796,-3.92724,1
P08-3,33.226,-3.901,P08-3,7/6/2011 5:58,33.22589,-3.90139,NULL,NULL,NULL,1
P09-3,33.243,-3.875,P09-3M30,3/4/2014 6:53,33.24264,-3.87469,NULL,NULL,NULL,1
P05-2,33.170,-3.912,P05-2M25,10/4/2014 6:12,33.16955,-3.9124,NULL,NULL,NULL,1
P03-D,33.193,-3.994,P03-DM30,11/4/2014 6:41,33.19305,-3.99394,NULL,NULL,NULL,1
P08-D,33.226,-3.870,P08-DM06,12/4/2014 5:57,33.22626,-3.86973,NULL,NULL,NULL,1
P04-9,33.219,-4.062,P04-9M17,15/04/2014 07:11:00,33.21893,-4.06238,NULL,NULL,NULL,1
P02-7,33.146,-4.081,P02-7M30,16/04/2014 05:45:00,33.14583,-4.08144,NULL,NULL,NULL,1
P03-4,33.160,-4.007,P03-4M30,17/04/2014 06:39:00,33.16036,-4.00695,NULL,NULL,NULL,1
P07-2,33.210,-3.890,P07-2M26,18/04/2014 05:51:00,33.21092,-3.88969,D52M26,33.22026,-3.89495,1
P08-3,33.226,-3.901,P08-3M17,19/04/2014 06:32:00,33.22592,-3.90139,NULL,NULL,NULL,1
P08-4,33.234,-3.917,P08-4M17,19/04/2014 06:48:00,33.2336,-3.91747,NULL,NULL,NULL,1
P06-7,33.230,-4.005,P06-7M20,21/04/2014 06:17:00,33.23025,-4.0046,NULL,NULL,NULL,1
P07-2,33.210,-3.890,P07-2M06,6/5/2014 5:30,33.21036,-3.88957,NULL,NULL,NULL,1
P06-7,33.230,-4.005,P06-7M06,8/5/2014 6:06,33.23023,-4.0046,NULL,NULL,NULL,1
P02-3,33.120,-4.008,P02-3M30,13/05/2014 05:52:00,33.11964,-4.008,NULL,NULL,NULL,1
P09-3,33.243,-3.875,P09-3M26,20/05/2014 05:52:00,33.24263,-3.87481,D54M26,33.23851,-3.88288,1
P12-3,33.304,-3.824,P12-3M20,22/05/2014 05:48:00,33.30424,-3.82421,NULL,NULL,NULL,1
P09-8,33.285,-3.976,P09-8M26,22/05/2014 06:02:00,33.28479,-3.97557,NULL,NULL,NULL,1
P01-C,33.286,-3.825,P01-CM25,23/05/2014 05:41:00,33.28564,-3.82545,NULL,NULL,NULL,1
P03-1,33.115,-3.961,P03-1M14,29/04/2014 05:30:00,33.11426,-3.96123,NULL,NULL,NULL,1
P03-2,33.131,-3.977,P03-2M14,29/04/2014 05:50:00,33.13069,-3.97697,NULL,NULL,NULL,1
P13-1,33.319,-3.763,P13-1M05,3/5/2014 5:43,33.31855,-3.76257,NULL,NULL,NULL,1
P13-3,33.326,-3.782,P13-3M17,15/05/2014 05:42:00,33.32644,-3.78208,NULL,NULL,NULL,1
P03-5,33.176,-4.021,P03-5M17,17/05/2014 05:45:00,33.17549,-4.02089,NULL,NULL,NULL,1
P07-2,33.210,-3.890,P07-2M05,20/05/2014 05:26:00,33.21036,-3.88956,NULL,NULL,NULL,1
P07-4,33.223,-3.932,P07-4M05,20/05/2014 05:59:00,33.22257,-3.93234,NULL,NULL,NULL,1
P06-6,33.221,-3.985,P06-6M06,22/05/2014 05:37:00,33.2211,-3.98537,NULL,NULL,NULL,1
P04-2,33.145,-3.936,P04-2U,26/01/2012 07:33:00,33.14471,-3.93643,NULL,NULL,NULL,1
P06-3,33.202,-3.919,P06-3D,26/01/2012 07:40:00,33.20226,-3.91875,NULL,NULL,NULL,1
P05-7,33.181,-4.030,P05-7G,1/2/2012 8:09,33.18124,-4.0299,NULL,NULL,NULL,1
P04-8,33.202,-4.033,P04-8G,3/2/2012 8:23,33.20248,-4.03304,NULL,NULL,NULL,1
P09-2,33.234,-3.856,P09-2BA,8/2/2012 7:32,33.23378,-3.85593,NULL,NULL,NULL,1
P06-5,33.209,-3.964,P06-5LC,8/2/2012 7:33,33.20913,-3.96435,NULL,NULL,NULL,1
P02-C,33.295,-3.841,P02C AZ,10/2/2012 7:35,33.29458,-3.84073,NULL,NULL,NULL,1
P02-7,33.146,-4.081,P02-7LC,17/02/2012 06:55:00,33.14586,-4.08142,NULL,NULL,NULL,1
P12-1,33.291,-3.783,P12-1M25,23/02/2012 06:55:00,33.29143,-3.78333,NULL,NULL,NULL,1
P08-5,33.243,-3.936,P08-5M04,24/02/2012 07:05:00,33.24336,-3.93574,NULL,NULL,NULL,1
P04-1,33.136,-3.921,P04-1M26,6/3/2012 6:41,33.13642,-3.92156,NULL,NULL,NULL,1
P04-2,33.145,-3.936,P04-2M26,6/3/2012 6:56,33.14464,-3.93645,D08M26,33.14567,-3.94229,1
P13-5,33.342,-3.821,P13-5M23,7/3/2012 6:36,33.3419,-3.82082,NULL,NULL,NULL,1
P13-4,33.334,-3.801,P13-4M23,7/3/2012 6:54,33.33416,-3.80139,NULL,NULL,NULL,1
P06-5,33.209,-3.964,P06-5M04,7/3/2012 6:58,33.20908,-3.96433,NULL,NULL,NULL,1
P02-4,33.133,-4.024,P02-4M25,22/01/2015 07:56:00,33.13311,-4.02377,NULL,NULL,NULL,1
P07-4,33.223,-3.932,P07-4M30,23/01/2015 07:35:00,33.22272,-3.93232,NULL,NULL,NULL,1
P09-2,33.234,-3.856,P09-2M17,27/01/2015 07:31:00,33.2338,-3.85595,NULL,NULL,NULL,1
P11-4,33.295,-3.882,P11-4M11,30/01/2015 07:34:00,33.29458,-3.88213,NULL,NULL,NULL,1
P05-2,33.170,-3.912,P05-2M05,3/2/2015 7:31,33.16944,-3.91239,NULL,NULL,NULL,1
P05-3,33.172,-3.937,P05-3M05,3/2/2015 7:45,33.17239,-3.93732,NULL,NULL,NULL,1
P12-4,33.310,-3.846,P12-4M26,9/3/2012 7:55,33.30957,-3.84617,NULL,NULL,NULL,1
P03-D,33.193,-3.994,P03-DM06,14/03/2012 06:44:00,33.19307,-3.99385,NULL,NULL,NULL,1
P09-8,33.285,-3.976,P09-8M26,14/03/2012 08:21:00,33.28467,-3.97547,NULL,NULL,NULL,1
P08-7,33.270,-3.971,P08-703M,15/03/2012 07:26:00,33.26989,-3.97118,NULL,NULL,NULL,1
P12-3,33.304,-3.824,P12-3M23,22/03/2012 07:47:00,33.30425,-3.8242,NULL,NULL,NULL,1
P05-8,33.203,-4.046,P05-8M30,31/03/2012 06:41:00,33.20325,-4.04598,D02M30,33.20916,-4.04658,1
P09-6,33.271,-3.931,P09-6M26,1/4/2012 6:03,33.27141,-3.93177,D30M26,33.2689,-3.94048,1
P13-5,33.342,-3.821,P13-5M20,10/2/2015 8:39,33.34199,-3.82083,NULL,NULL,NULL,1
P11-2,33.269,-3.846,P11-2M25,11/2/2015 7:26,33.26859,-3.84595,NULL,NULL,NULL,1
P10-8,33.303,-3.948,P10-8M17,17/02/2015 07:49:00,33.30264,-3.94775,NULL,NULL,NULL,1
P09-4,33.252,-3.893,P09-4M14,21/02/2015 08:10:00,33.25189,-3.89305,NULL,NULL,NULL,1
P03-1,33.115,-3.961,P03-1M05,24/02/2015 07:17:00,33.11468,-3.96085,NULL,NULL,NULL,1
P04-8,33.202,-4.033,P04-8M11,24/02/2015 07:28:00,33.20247,-4.03305,NULL,NULL,NULL,1
P04-9,33.219,-4.062,P04-9M11,24/02/2015 08:03:00,33.21898,-4.06247,NULL,NULL,NULL,1
P03-4,33.160,-4.007,P03-4M17,5/3/2015 8:21,33.16035,-4.00693,NULL,NULL,NULL,1
P09-4,33.252,-3.893,P09-4M14,6/3/2015 6:37,33.25193,-3.89308,NULL,NULL,NULL,1
P04-C,33.221,-3.950,P04-CM03,6/3/2015 7:26,33.22084,-3.95045,NULL,NULL,NULL,1
P10-5,33.286,-3.910,P10-5M14,6/3/2015 7:40,33.28623,-3.90969,D06M14,33.28774,-3.91019,1
P10-5,33.286,-3.910,P10-5M14,6/3/2015 7:40,33.28623,-3.90969,D07M14,33.28612,-3.91849,1
P10-4,33.281,-3.888,P10-4M14,6/3/2015 8:11,33.281,-3.88758,NULL,NULL,NULL,1
P11-2,33.269,-3.846,P11-2M20,11/3/2015 7:08,33.26859,-3.84598,NULL,NULL,NULL,1
P06-4,33.206,-3.941,P06-4M20,12/3/2015 6:52,33.2056,-3.94081,L05M20,33.2017,-3.9416,1
P03-5B,33.163,-4.082,P03-5BM14,17/03/2015 07:19:00,33.16254,-4.08175,NULL,NULL,NULL,1
P12-4,33.310,-3.846,P12-4M06,18/03/2015 07:29:00,33.30954,-3.84594,NULL,NULL,NULL,1
P09-4,33.252,-3.893,P09-4M06,20/03/2015 06:31:00,33.25189,-3.89307,NULL,NULL,NULL,1
P13-3,33.326,-3.782,P13-3M05,24/03/2015 07:29:00,33.3263,-3.78184,D07M05,33.32215,-3.78047,1
P10-6,33.291,-3.930,P10-6M20,31/03/2015 06:02:00,33.29116,-3.93043,NULL,NULL,NULL,1
P08-4,33.234,-3.917,P08-4M17,24/04/2015 06:23:00,33.23358,-3.91744,NULL,NULL,NULL,1
P09-7,33.280,-3.949,P9-7M06,29/04/2015 06:21:00,33.28001,-3.94884,NULL,NULL,NULL,1
P13-5,33.342,-3.821,P13-5M11,5/5/2015 6:00,33.34199,-3.82083,NULL,NULL,NULL,1
P03-2,33.131,-3.977,P03-2M05,5/5/2015 6:04,33.13054,-3.97688,NULL,NULL,NULL,1
P08-7,33.270,-3.971,P08-7M14,15/05/2015 06:53:00,33.26991,-3.9712,NULL,NULL,NULL,1
P02-1,33.100,-3.968,P02-1M06,13/01/2015 06:57:00,33.10035,-3.96791,NULL,NULL,NULL,1
P04-4,33.166,-3.973,P04-4M14,15/01/2015 08:24:00,33.16577,-3.97294,NULL,NULL,NULL,1
P11-5,33.304,-3.905,P11-5M06,16/01/2015 07:52:00,33.304,-3.90548,NULL,NULL,NULL,1
P06-2,33.198,-3.898,P06-2M20,21/01/2015 08:07:00,33.19825,-3.89787,NULL,NULL,NULL,1
P04-8,33.202,-4.033,P04-8M11,26/01/2015 07:46:00,33.2025,-4.03306,NULL,NULL,NULL,1
P03-1,33.115,-3.961,P03-1M30,10/2/2015 8:49,33.11464,-3.96077,NULL,NULL,NULL,1
P06-6,33.221,-3.985,P06-6M20,11/2/2015 7:10,33.22107,-3.98527,NULL,NULL,NULL,1
P12-2,33.298,-3.804,p12-2m23,12/2/2015 7:34,33.29777,-3.80352,NULL,NULL,NULL,1
P04-4,33.166,-3.973,P04-4M25,12/2/2015 8:01,33.16578,-3.97294,NULL,NULL,NULL,1
P04-1,33.136,-3.921,P04-1M11,26/02/2015 06:48:00,33.13633,-3.92148,NULL,NULL,NULL,1
P05-1,33.167,-3.891,P05-1M17,3/3/2015 6:36,33.16658,-3.8912,NULL,NULL,NULL,1
P12-4,33.310,-3.846,P12-4M14,4/3/2015 7:04,33.30964,-3.84592,NULL,NULL,NULL,1
P07-7,33.255,-3.993,P07-7M04,10/4/2012 7:51,33.25435,-3.99259,NULL,NULL,NULL,1
P07-2,33.210,-3.890,P07-2M04,11/4/2012 6:16,33.21037,-3.88957,D16M04,33.20234,-3.90272,1
P07-2,33.210,-3.890,P07-2M04,11/4/2012 6:16,33.21037,-3.88957,D17M04,33.21504,-3.89601,1
P07-2,33.210,-3.890,P07-2M04,11/4/2012 6:16,33.21037,-3.88957,D18M04,33.22029,-3.89533,1
P09-3,33.243,-3.875,P09-3M03,17/04/2012 06:34:00,33.24269,-3.87468,D11M03,33.25028,-3.87992,1
P09-5,33.262,-3.912,P09-5M06,21/04/2012 06:01:00,33.26152,-3.91196,D02M06,33.26167,-3.90665,1
P09-6,33.271,-3.931,P09-6M06,21/04/2012 06:27:00,33.2713,-3.93145,NULL,NULL,NULL,1
P07-6,33.246,-3.965,P07-6M03,25/04/2012 06:15:00,33.24644,-3.96459,NULL,NULL,NULL,1
P06-4,33.206,-3.941,P06-4M04,1/5/2012 6:46,33.20563,-3.94097,NULL,NULL,NULL,1
P12-1,33.291,-3.783,P12-1M04,3/5/2012 5:26,33.29144,-3.78333,NULL,NULL,NULL,1
P10-8,33.303,-3.948,P10-8Q,20/01/2011 08:27:00,33.30266,-3.94775,NULL,NULL,NULL,1
P02-7,33.146,-4.081,P02-7,25/01/2011 07:20:00,33.14584,-4.08143,NULL,NULL,NULL,1
P02-6,33.149,-4.063,P02-6,25/01/2011 07:34:00,33.14915,-4.06303,NULL,NULL,NULL,1
P09-4,33.252,-3.893,P09-4,25/01/2011 08:23:00,33.25192,-3.89307,NULL,NULL,NULL,1
P01-D,33.135,-3.954,P01-DM03,5/5/2012 5:43,33.13507,-3.95404,D36M03,33.12667,-3.94565,1
P13-3,33.326,-3.782,P13-3M23,9/5/2012 5:57,33.32643,-3.78209,NULL,NULL,NULL,1
P13-5,33.342,-3.821,P13-5M23,9/5/2012 6:29,33.342,-3.82086,NULL,NULL,NULL,1
P09-8,33.285,-3.976,P09-8M05,9/5/2012 7:33,33.2839,-3.9757,NULL,NULL,NULL,1
P06-6,33.221,-3.985,P06-6M23,10/5/2012 5:18,33.22107,-3.9853,NULL,NULL,NULL,1
P06-8,33.242,-4.022,P06-8M30,11/3/2015 7:17,33.24199,-4.0225,NULL,NULL,NULL,1
P08-C,33.207,-3.982,P08C-M20,12/3/2015 7:37,33.20717,-3.9821,NULL,NULL,NULL,1
P08-4,33.234,-3.917,P08-4M03,14/03/2015 06:10:00,33.23367,-3.91755,NULL,NULL,NULL,1
P02-2,33.110,-3.988,P02-2M06,19/03/2015 06:04:00,33.10998,-3.98808,D06M06,33.11162,-3.98205,1
P03-5,33.176,-4.021,P03-5,2/2/2011 7:53,33.1755,-4.02089,NULL,NULL,NULL,1
P10-1,33.254,-3.829,P10-1,31/01/2011 07:23:00,33.25445,-3.8293,NULL,NULL,NULL,1
P06-8,33.242,-4.022,P06-8,9/2/2011 8:02,33.242,-4.02248,NULL,NULL,NULL,1
P04-6,33.184,-4.004,P04-6,10/2/2011 8:25,33.18443,-4.00404,NULL,NULL,NULL,1
P10-9,33.311,-3.967,P10-9M30,12/5/2012 6:23,33.31145,-3.96745,NULL,NULL,NULL,1
P13-1,33.319,-3.763,P13-1M30,23/05/2012 05:11:00,33.31855,-3.76259,NULL,NULL,NULL,1
P13-3,33.326,-3.782,P13-3M30,23/05/2012 05:41:00,33.32645,-3.7821,NULL,NULL,NULL,1
P07-3,33.217,-3.912,P07-3,25/02/2011 08:11:00,33.21661,-3.91157,NULL,NULL,NULL,1
P02-C,33.295,-3.841,P02c,1/3/2011 7:48,33.29458,-3.84073,NULL,NULL,NULL,1
P03-2,33.131,-3.977,P03-2,2/3/2011 7:09,33.13055,-3.97684,11P02U,33.13724,-3.98787,1
P04-4,33.166,-3.973,P04-4,3/3/2011 8:08,33.16576,-3.97293,NULL,NULL,NULL,1
P05-2,33.170,-3.912,P05-2,8/3/2011 7:00,33.16954,-3.91237,11P07N,33.17694,-3.9133,1
P05-2,33.170,-3.912,P05-2,8/3/2011 7:00,33.16954,-3.91237,11P11CL,33.17952,-3.92326,1
P05-2,33.170,-3.912,P05-2,8/3/2011 7:00,33.16954,-3.91237,11P01LC,33.1655,-3.91351,1
P09-6,33.271,-3.931,P09-6,15/03/2011 07:11:00,33.27127,-3.93145,NULL,NULL,NULL,1
P08-D,33.226,-3.870,P08DM03,26/05/2012 05:16:00,33.22257,-3.8696,NULL,NULL,NULL,1
P08-7,33.270,-3.971,P08-7M26,29/05/2012 06:13:00,33.26996,-3.97123,NULL,NULL,NULL,1
P06-8,33.242,-4.022,P06-8M30,2/6/2012 5:33,33.242,-4.0225,NULL,NULL,NULL,1
P04-8,33.202,-4.033,P04-8,31/03/2011 06:52:00,33.20248,-4.03304,11P50M,33.19299,-4.02751,1
P11-4,33.295,-3.882,P11-4,31/03/2011 06:53:00,33.29457,-3.88211,NULL,NULL,NULL,1
P03-3,33.145,-3.994,P03-3,4/4/2011 6:55,33.14457,-3.99378,NULL,NULL,NULL,1
P09-5,33.262,-3.912,P09-5,4/4/2011 7:27,33.26152,-3.91198,NULL,NULL,NULL,1
P13-2,33.322,-3.773,P13-2,6/4/2011 6:40,33.32243,-3.77311,NULL,NULL,NULL,1
P08-1,33.204,-3.864,P08-1,7/4/2011 6:05,33.20401,-3.86441,NULL,NULL,NULL,1
P04-6,33.184,-4.004,P04-6,14/04/2011 05:54:00,33.18443,-4.00404,NULL,NULL,NULL,1
P05-7,33.181,-4.030,P05-7,14/04/2011 06:18:00,33.18125,-4.02987,NULL,NULL,NULL,1
P01-D,33.135,-3.954,P01D,16/04/2011 06:01:00,33.13509,-3.95393,NULL,NULL,NULL,1
P05-2,33.170,-3.912,P05-2,19/04/2011 06:05:00,33.16954,-3.91237,NULL,NULL,NULL,1
P08-2,33.216,-3.883,P08-2,20/04/2011 06:13:00,33.21649,-3.88286,NULL,NULL,NULL,1
P03-4,33.160,-4.007,P03-4,26/03/2008 07:50:00,33.16034,-4.00695,NULL,NULL,NULL,1
P06-4,33.206,-3.941,P06-4,27/03/2008 07:06:00,33.2056,-3.94079,08P31R,33.21081,-3.93298,1
P06-4,33.206,-3.941,P06-4,27/03/2008 07:06:00,33.2056,-3.94079,08P30R,33.19876,-3.94335,1
P13-5,33.342,-3.821,P13-5,27/03/2008 07:26:00,33.34199,-3.82083,NULL,NULL,NULL,1
P08-5,33.243,-3.936,P08-5,20/04/2011 07:04:00,33.24334,-3.93573,NULL,NULL,NULL,1
P12-2,33.298,-3.804,P12-2,21/04/2011 06:19:00,33.29775,-3.80351,NULL,NULL,NULL,1
P06-7,33.230,-4.005,P06-7,21/04/2011 06:41:00,33.23025,-4.00459,NULL,NULL,NULL,1
P05-C,33.232,-3.965,P05c,3/4/2008 6:25,33.23212,-3.96543,NULL,NULL,NULL,1
P13-2,33.322,-3.773,P13-2,8/4/2008 6:10,33.32243,-3.77311,08P10P,33.32888,-3.78961,1
P02-C,33.295,-3.841,P02c,9/4/2008 8:01,33.29458,-3.84073,NULL,NULL,NULL,1
P08-2,33.216,-3.883,P08-2,2/5/2011 5:33,33.21649,-3.88286,NULL,NULL,NULL,1
P06-2,33.198,-3.898,P06-2,2/5/2011 6:14,33.19825,-3.89789,11P50CL,33.20042,-3.91146,1
P09-5,33.262,-3.912,P09-5,2/5/2011 7:01,33.26152,-3.91198,NULL,NULL,NULL,1
P05-5,33.181,-3.979,P05-5,3/5/2011 5:35,33.18114,-3.97949,NULL,NULL,NULL,1
P12-2,33.298,-3.804,P12-2,4/5/2011 6:33,33.29775,-3.80351,NULL,NULL,NULL,1
P05-2,33.170,-3.912,P05-2,5/5/2011 5:47,33.16954,-3.91237,11P04M,33.16515,-3.91635,1
P04-8,33.202,-4.033,P04-8,9/5/2011 7:02,33.20248,-4.03304,NULL,NULL,NULL,1
P06-3,33.202,-3.919,P06-3,16/04/2008 06:23:00,33.2023,-3.91902,NULL,NULL,NULL,1
P10-8,33.303,-3.948,P10-8,16/04/2008 08:00:00,33.30266,-3.94775,NULL,NULL,NULL,1
P03-C,33.265,-3.882,P03c,18/04/2008 06:52:00,33.26451,-3.88204,NULL,NULL,NULL,1
P11-3,33.281,-3.863,P11-3,17/05/2011 06:01:00,33.28109,-3.86344,NULL,NULL,NULL,1
P05-3,33.172,-3.937,P05-3,17/05/2011 06:13:00,33.17236,-3.93711,NULL,NULL,NULL,1
P03-4B,33.180,-4.076,P03-4b,17/05/2011 07:06:00,33.18039,-4.07642,NULL,NULL,NULL,1
P12-5,33.317,-3.864,P12-5,23/04/2008 07:34:00,33.31687,-3.86446,08P19P,33.31536,-3.86921,1
P08-7,33.270,-3.971,P08-7,23/04/2008 07:38:00,33.26993,-3.97117,NULL,NULL,NULL,1
P05-2,33.170,-3.912,P05-2,24/04/2008 06:21:00,33.16954,-3.91237,NULL,NULL,NULL,1
P02-C,33.295,-3.841,P02c,20/05/2011 06:10:00,33.29458,-3.84073,NULL,NULL,NULL,1
P09-7,33.280,-3.949,P09-7,24/05/2011 06:14:00,33.28004,-3.94882,NULL,NULL,NULL,1
P13-5,33.342,-3.821,P13-5,1/6/2011 5:13,33.34199,-3.82083,NULL,NULL,NULL,1
P07-1,33.196,-3.876,P07-1,1/6/2011 5:24,33.19586,-3.87636,NULL,NULL,NULL,1
P05-C,33.232,-3.965,P05c,1/5/2008 6:50,33.23212,-3.96543,08P17A,33.24468,-3.97892,1
P09-5,33.262,-3.912,P09-5,1/5/2008 7:08,33.26152,-3.91198,NULL,NULL,NULL,1
P07-2,33.210,-3.890,P07-2,6/5/2008 6:28,33.21034,-3.88954,08P25D,33.2057,-3.89356,1
P06-4,33.206,-3.941,P06-4,7/5/2008 6:55,33.2056,-3.94079,NULL,NULL,NULL,1
P07-3,33.217,-3.912,P07-3,15/05/2008 07:36:00,33.21661,-3.91157,NULL,NULL,NULL,1
P10-1,33.254,-3.829,P10-1,20/05/2008 05:37:00,33.25445,-3.8293,NULL,NULL,NULL,1
